,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
758,AiMer[¿¡ÀÌ¸Ó],4È­ ÀÛÀº¿ì¿¬(4),5,2011.04.22,955,9.61,719,2,216,1,752.879581,2.094241,0,0,1,0,0,0,0,0,0,0,0,0,0
759,´Ã Çª¸¥ ÂþÁý,ÇÁ·Ñ·Î±×,1,2012.07.02,6007,9.79,5881,51,1803,1,979.024471,8.490095,0,0,1,0,1,0,0,1,0,0,0,0,0
760,´Ã Çª¸¥ ÂþÁý,1È­,2,2012.07.09,4209,9.81,6067,31,1157,1,1441.43502,7.36517,0,0,1,0,1,0,0,1,0,0,0,0,0
761,´Ã Çª¸¥ ÂþÁý,2È­,3,2012.07.16,1841,9.81,5206,15,710,1,2827.810972,8.147746,0,0,1,0,1,0,0,1,0,0,0,0,0
762,´Ã Çª¸¥ ÂþÁý,3È­,4,2012.07.22,865,9.82,4937,8,795,1,5707.514451,9.248555,0,0,1,0,1,0,0,1,0,0,0,0,0
763,´Ã Çª¸¥ ÂþÁý,4È­,5,2012.07.30,533,9.84,4816,7,149,1,9035.64728,13.133208,0,0,1,0,1,0,0,1,0,0,0,0,0
764,¾Æ´Â»ç¶÷ ÀÌ¾ß±â,01 25¼¼ ¼¼¿©ÀÚ,1,2011.07.03,6026,9.64,1643,24,125,1,272.651842,3.982741,0,0,1,0,0,0,0,0,0,0,0,0,0
765,¾Æ´Â»ç¶÷ ÀÌ¾ß±â,02 Çà¿îÀÇ ¿©½ÅÀº ³ªÀÇ Æí,2,2011.07.07,3171,9.63,1516,10,63,1,478.082624,3.153579,0,0,1,0,0,0,0,0,0,0,0,0,0
766,¾Æ´Â»ç¶÷ ÀÌ¾ß±â,03 µå¶ó¸¶¿Í Çö½Ç,3,2011.08.16,1853,9.65,1458,3,64,1,786.832164,1.618996,0,0,1,0,0,0,0,0,0,0,0,0,0
767,¾Æ´Â»ç¶÷ ÀÌ¾ß±â,04 ³²ÀÚµµ ¾ø´Âµ¥,4,2011.08.21,1028,9.66,1435,5,89,1,1395.914397,4.863813,0,0,1,0,0,0,0,0,0,0,0,0,0
768,¾Æ´Â»ç¶÷ ÀÌ¾ß±â,µîÀåÀÎ¹°¼Ò°³1,5,2011.08.24,1425,9.61,1272,4,88,1,892.631579,2.807018,0,0,1,0,0,0,0,0,0,0,0,0,0
769,°³ÆÇ,°³ÆÇ -1È­-,1,2008.12.19,7090,9.57,409,11,152,1,57.686883,1.551481,0,0,1,0,0,0,0,0,0,0,0,0,0
770,°³ÆÇ,°³ÆÇ -2È­-,2,2008.12.26,3519,9.59,380,7,111,1,107.985223,1.989201,0,0,1,0,0,0,0,0,0,0,0,0,0
771,°³ÆÇ,°³ÆÇ -3È­-,3,2009.01.02,1718,9.63,428,3,213,1,249.126892,1.746217,0,0,1,0,0,0,0,0,0,0,0,0,0
772,°³ÆÇ,°³ÆÇ -4È­-,4,2009.01.09,809,9.68,401,4,116,1,495.673671,4.944376,0,0,1,0,0,0,0,0,0,0,0,0,0
773,°³ÆÇ,°³ÆÇ -5È­-,5,2009.01.16,508,9.63,431,2,192,1,848.425197,3.937008,0,0,1,0,0,0,0,0,0,0,0,0,0
774,±×¸°½º¸¶ÀÏ,ÇÁ·Ñ·Î±×,1,2009.05.29,1014,9.64,446,8,127,1,439.842209,7.889546,0,0,1,0,0,0,0,0,0,0,0,0,0
775,±×¸°½º¸¶ÀÏ,ºÏ±ØÀÇ ¹°¹ü,2,2009.05.30,883,9.76,719,6,574,1,814.269536,6.795017,0,0,1,0,0,0,0,0,0,0,0,0,0
776,±×¸°½º¸¶ÀÏ,³ì´Â ¾óÀ½,3,2009.06.09,1336,9.66,689,6,0,1,515.718563,4.491018,0,0,1,0,0,0,0,0,0,0,0,0,0
777,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ),1,1,2011.05.01,4211,9.68,1607,8,441,1,381.619568,1.899786,0,1,0,0,0,0,0,0,0,0,0,0,0
778,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ),2,2,2011.05.08,1725,9.77,1872,8,395,1,1085.217391,4.637681,0,1,0,0,0,0,0,0,0,0,0,0,0
779,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ),3,3,2011.05.15,849,9.72,1565,3,494,1,1843.345112,3.533569,0,1,0,0,0,0,0,0,0,0,0,0,0
780,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ),4,4,2011.05.22,474,9.79,1765,0,597,1,3723.628692,0,0,1,0,0,0,0,0,0,0,0,0,0,0
781,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ),5,5,2011.05.29,344,9.83,1926,1,365,1,5598.837209,2.906977,0,1,0,0,0,0,0,0,0,0,0,0,0
782,¿ø »Ô·¯½º ¿ø,0,1,2013.05.11,2397,9.77,1553,12,77,1,647.8932,5.006258,0,0,1,0,0,0,0,1,0,0,1,0,0
783,¿ø »Ô·¯½º ¿ø,1-¼Ò³â&¼Ò³â,2,2013.05.12,1928,9.77,1769,12,257,1,917.53112,6.224066,0,0,1,0,0,0,0,1,0,0,1,0,0
784,¿ø »Ô·¯½º ¿ø,2,3,2013.05.20,800,9.79,1765,6,152,1,2206.25,7.5,0,0,1,0,0,0,0,1,0,0,1,0,0
785,¿ø »Ô·¯½º ¿ø,3,4,2013.05.27,409,9.82,1942,3,204,1,4748.166259,7.334963,0,0,1,0,0,0,0,1,0,0,1,0,0
786,¿ø »Ô·¯½º ¿ø,4,5,2013.06.03,370,9.84,1717,3,208,1,4640.540541,8.108108,0,0,1,0,0,0,0,1,0,0,1,0,0
787,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý,¿¹°íÆí,1,2009.11.16,1899,9.55,1819,8,721,1,957.872565,4.212744,0,0,1,0,0,0,0,0,0,0,0,0,0
788,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý,ÆÄµ¿(1),2,2009.12.17,1530,9.69,2204,9,1307,1,1440.522876,5.882353,0,0,1,0,0,0,0,0,0,0,0,0,0
789,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý,ÆÄµ¿(2),3,2009.12.25,931,9.68,2149,5,1034,1,2308.270677,5.370569,0,0,1,0,0,0,0,0,0,0,0,0,0
790,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý,ÆÄµ¿(3),4,2010.01.01,548,9.64,1905,4,988,1,3476.277372,7.29927,0,0,1,0,0,0,0,0,0,0,0,0,0
791,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý,ÆÄµ¿(4),5,2010.01.08,422,9.68,2122,1,996,1,5028.436019,2.369668,0,0,1,0,0,0,0,0,0,0,0,0,0
792,¼Ò³âÀü[Limit],ÇÁ·Ñ·Î±×,1,2010.09.09,1607,9.48,854,3,484,1,531.425016,1.866833,0,0,1,0,0,0,0,0,0,0,0,0,0
793,¼Ò³âÀü[Limit],1È­ - ÇÊ¿¬(1),2,2010.09.16,1149,9.45,1021,1,548,1,888.598782,0.870322,0,0,1,0,0,0,0,0,0,0,0,0,0
794,¼Ò³âÀü[Limit],2È­ - ÇÊ¿¬(2),3,2010.09.30,443,9.48,793,1,562,1,1790.06772,2.257336,0,0,1,0,0,0,0,0,0,0,0,0,0
795,¼Ò³âÀü[Limit],3È­ - ÇÊ¿¬(3),4,2010.10.07,237,9.52,690,1,568,1,2911.392405,4.219409,0,0,1,0,0,0,0,0,0,0,0,0,0
796,¼Ò³âÀü[Limit],4È­ - ÇÊ¿¬(4),5,2010.10.14,227,9.5,738,1,568,1,3251.101322,4.405286,0,0,1,0,0,0,0,0,0,0,0,0,0
797,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,1,2011.06.12,7240,9.71,1537,12,137,1,212.292818,1.657459,0,1,0,0,0,0,0,0,0,0,0,0,1
798,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,È­¶û°ü¿¡ µé¾î°¡º¸´Ù.,2,2011.06.20,4018,9.68,1469,5,75,1,365.604778,1.2444,0,1,0,0,0,0,0,0,0,0,0,0,1
799,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,ÇÁ·ÎÀÌµå ¹Ú»ç,3,2011.07.04,2227,9.69,1401,2,69,1,629.097441,0.898069,0,1,0,0,0,0,0,0,0,0,0,0,1
800,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,¼ö¾÷ Ã¹ ³¯ 1.,4,2011.07.29,1441,9.74,1449,3,109,1,1005.5517,2.081888,0,1,0,0,0,0,0,0,0,0,0,0,1
801,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,¼ö¾÷ Ã¹ ³¯ 2.,5,2011.08.19,774,9.74,1454,1,108,1,1878.552972,1.29199,0,1,0,0,0,0,0,0,0,0,0,0,1
802,Ä«¿À½º¾îÅÃ,ÇÁ·Ñ·Î±×,1,2011.05.02,2750,9.58,1901,16,440,1,691.272727,5.818182,0,0,1,0,0,0,0,0,0,0,0,0,0
803,Ä«¿À½º¾îÅÃ,1È­ <ep01- ÀÌ»óÇÑ ¿µ¿õµé1>,2,2011.05.08,2212,9.77,3364,6,644,1,1520.79566,2.712477,0,0,1,0,0,0,0,0,0,0,0,0,0
804,Ä«¿À½º¾îÅÃ,2È­ <ep01- ÀÌ»óÇÑ ¿µ¿õµé2>,3,2011.05.15,1080,9.77,3037,5,741,1,2812.037037,4.62963,0,0,1,0,0,0,0,0,0,0,0,0,0
805,Ä«¿À½º¾îÅÃ,3È­ <ep01-ÀÌ»óÇÑ ¿µ¿õµé3>,4,2011.05.22,556,9.72,2540,4,426,1,4568.345324,7.194245,0,0,1,0,0,0,0,0,0,0,0,0,0
806,Ä«¿À½º¾îÅÃ,4È­ <ep02-ÃÊ´ë¹ÞÁö ¾ÊÀº ¼Õ´Ô1>,5,2011.05.29,416,9.73,2455,4,601,1,5901.442308,9.615385,0,0,1,0,0,0,0,0,0,0,0,0,0
807,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î,.,1,2009.08.30,6947,9.82,5064,103,3455,1,728.947747,14.826544,1,0,0,1,1,0,0,0,0,0,0,0,0
808,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î,.,2,2009.08.30,2466,9.84,4891,90,0,1,1983.373885,36.49635,1,0,0,1,1,0,0,0,0,0,0,0,0
809,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î,.,3,2009.08.30,1237,9.84,4753,21,0,1,3842.36055,16.976556,1,0,0,1,1,0,0,0,0,0,0,0,0
810,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î,.,4,2009.08.30,914,9.83,4625,10,0,1,5060.175055,10.940919,1,0,0,1,1,0,0,0,0,0,0,0,0
811,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î,.,5,2010.02.03,416,9.85,4951,6,0,1,11901.44231,14.423077,1,0,0,1,1,0,0,0,0,0,0,0,0
812,¹öÆÛ¸µ,ÇÁ·Ñ·Î±×,1,2013.08.03,4661,9.73,266,37,24,1,57.069298,7.938211,0,0,1,0,0,0,1,0,0,0,1,0,0
813,¹öÆÛ¸µ,1È­,2,2013.08.10,3925,9.77,299,35,20,1,76.178344,8.917197,0,0,1,0,0,0,1,0,0,0,1,0,0
814,¹öÆÛ¸µ,2È­,3,2013.08.17,1508,9.76,306,31,32,1,202.917772,20.557029,0,0,1,0,0,0,1,0,0,0,1,0,0
815,¹öÆÛ¸µ,3È­,4,2013.08.24,420,9.86,313,33,39,1,745.238095,78.571429,0,0,1,0,0,0,1,0,0,0,1,0,0
816,¹öÆÛ¸µ,4È­,5,2013.08.31,177,9.87,347,31,21,1,1960.451977,175.141243,0,0,1,0,0,0,1,0,0,0,1,0,0
817,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 1È­- ºÏ±Ø¼º ÀÌ¾ß±â,1,2011.06.23,5121,9.72,1773,18,263,1,346.221441,3.514938,1,0,0,0,1,0,0,0,0,0,0,0,0
818,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 2È­- ¿°·ÂÀ» °¡Áø ¾ÆÀÌ,2,2011.06.26,2270,9.73,1809,9,445,1,796.9163,3.964758,1,0,0,0,1,0,0,0,0,0,0,0,0
819,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 3È­- ¸ðµÎ°¡ ²Þ²Ù´Â ±× ´É·Â,3,2011.07.19,1147,9.74,1645,7,227,1,1434.176112,6.102877,1,0,0,0,1,0,0,0,0,0,0,0,0
820,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 4È­- ÅÂÇ³ÀÌ´Â ÂøÇß½À´Ï´Ù.,4,2011.07.26,779,9.73,1633,7,197,1,2096.277279,8.985879,1,0,0,0,1,0,0,0,0,0,0,0,0
821,À§¾Æ´õ ´É·ÂÀÚ!,-Á¦ 5È­- ´É·ÂÀÚ ³¿»õ°¡ ³­´Ù.,5,2011.08.02,620,9.76,1622,5,170,1,2616.129032,8.064516,1,0,0,0,1,0,0,0,0,0,0,0,0
822,½Ã°£ÀÇ ¼¶,ÇÁ·Ñ·Î±×,1,2010.03.04,1879,9.44,401,10,186,1,213.411389,5.32198,0,0,1,0,0,0,0,0,0,0,0,0,0
823,½Ã°£ÀÇ ¼¶,1È­ - µµÂø,2,2010.03.11,1311,9.58,459,4,171,1,350.114416,3.051106,0,0,1,0,0,0,0,0,0,0,0,0,0
824,½Ã°£ÀÇ ¼¶,2È­ - ¼ö»ö,3,2010.03.18,957,9.65,458,5,129,1,478.578892,5.22466,0,0,1,0,0,0,0,0,0,0,0,0,0
825,½Ã°£ÀÇ ¼¶,3È­ - ¹ß°ß,4,2010.03.25,707,9.66,368,4,88,1,520.509194,5.657709,0,0,1,0,0,0,0,0,0,0,0,0,0
826,½Ã°£ÀÇ ¼¶,4È­ - µ¹¾Æ°¡´Â ±æ,5,2010.04.01,584,9.69,355,2,169,1,607.876712,3.424658,0,0,1,0,0,0,0,0,0,0,0,0,0
827,NoNameD,1 È­ - ÅÍ³Î,1,2011.07.11,2015,9.64,1868,3,272,1,927.047146,1.488834,0,0,1,0,0,0,0,0,0,0,0,0,0
828,NoNameD,2 È­ - The Door,2,2011.07.18,799,9.67,1794,4,190,1,2245.306633,5.006258,0,0,1,0,0,0,0,0,0,0,0,0,0
829,NoNameD,3 È­ - ÁöÀº,3,2011.07.25,403,9.67,1674,0,180,1,4153.846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0
830,NoNameD,4 È­ - transfer,4,2011.08.08,322,9.66,1618,0,96,1,5024.84472,0,0,0,1,0,0,0,0,0,0,0,0,0,0
831,NoNameD,5È­ - monochromat,5,2011.08.15,467,9.62,1615,0,134,1,3458.244111,0,0,0,1,0,0,0,0,0,0,0,0,0,0
832,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 1È­,1,2009.07.07,4434,9.39,153,5,69,1,34.506089,1.12765,0,0,1,0,0,0,0,0,0,0,0,0,0
833,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 2È­,2,2009.07.14,1814,9.4,121,4,18,1,66.703418,2.205072,0,0,1,0,0,0,0,0,0,0,0,0,0
834,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 3È­,3,2009.07.15,635,9.53,133,2,31,1,209.448819,3.149606,0,0,1,0,0,0,0,0,0,0,0,0,0
835,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 4È­,4,2009.07.22,347,9.71,125,0,37,1,360.230548,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 5È­,5,2009.07.29,255,9.57,126,0,28,1,494.117647,0,0,0,1,0,0,0,0,0,0,0,0,0,0
837,°í½Ã»ýÅ÷,1. ÀÚÁö ¾ÊÀ¸·Á ³ë·ÂÇÏ±â (1),1,2010.03.25,3714,9.65,1000,7,301,1,269.251481,1.88476,1,0,0,0,0,0,0,0,0,0,0,0,0
838,°í½Ã»ýÅ÷,2. ÀÚÁö ¾ÊÀ¸·Á ³ë·ÂÇÏ±â (2),2,2010.04.02,1684,9.64,541,7,117,1,321.258907,4.15677,1,0,0,0,0,0,0,0,0,0,0,0,0
839,°í½Ã»ýÅ÷,3. ÇÐ±³ ¿¬¸ø¿¡ ´«¹°À» ¾Ä°í,3,2010.04.17,716,9.64,527,1,194,1,736.03352,1.396648,1,0,0,0,0,0,0,0,0,0,0,0,0
840,°í½Ã»ýÅ÷,4. ½ÃÇè±â°£ÀÔ´Ï´Ù.,4,2010.04.24,374,9.72,495,0,119,1,1323.529412,0,1,0,0,0,0,0,0,0,0,0,0,0,0
841,°í½Ã»ýÅ÷,5. ²É ÇÇ´Â º½ÀÌ ¿À¸é,5,2010.05.01,263,9.75,479,0,140,1,1821.292776,0,1,0,0,0,0,0,0,0,0,0,0,0,0
842,µÎ±Ù°Å·Á¿ä,ÇÁ·Ñ·Î±×,1,2013.09.02,2343,9.77,1222,194,72,1,521.553564,82.799829,0,0,1,0,0,0,0,0,1,1,0,0,0
843,µÎ±Ù°Å·Á¿ä,1È­,2,2013.09.05,1731,9.82,1302,133,58,1,752.166378,76.8342,0,0,1,0,0,0,0,0,1,1,0,0,0
844,µÎ±Ù°Å·Á¿ä,2È­,3,2013.09.08,760,9.81,1413,124,67,1,1859.210526,163.157895,0,0,1,0,0,0,0,0,1,1,0,0,0
845,µÎ±Ù°Å·Á¿ä,3È­,4,2013.09.12,275,9.81,1202,120,51,1,4370.909091,436.363636,0,0,1,0,0,0,0,0,1,1,0,0,0
846,µÎ±Ù°Å·Á¿ä,4È­,5,2013.09.14,177,9.81,1139,113,38,1,6435.028249,638.418079,0,0,1,0,0,0,0,0,1,1,0,0,0
847,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<¹é¼ö ½Ç¿¬´çÇÏ´Ù!>>,1,2008.11.20,3226,9.47,375,9,193,1,116.243025,2.789833,0,0,1,0,0,0,0,0,0,0,0,0,0
848,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<³» ¿©ÀÚÀÇ ³²ÀÚÄ£±¸>>,2,2008.11.27,1292,9.57,359,4,317,1,277.863777,3.095975,0,0,1,0,0,0,0,0,0,0,0,0,0
849,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<±ÍÇÏ½Å ¸ö>>,3,2008.12.04,554,9.68,431,2,392,1,777.978339,3.610108,0,0,1,0,0,0,0,0,0,0,0,0,0
850,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<¿ÀÀÌ¸¸µµ ¸øÇÑ ³ð>>,4,2008.12.09,355,9.67,408,3,330,1,1149.295775,8.450704,0,0,1,0,0,0,0,0,0,0,0,0,0
851,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó],<<Áñ°Å¿î ¸¶Æ®>>,5,2008.12.16,201,9.68,445,1,351,1,2213.930348,4.975124,0,0,1,0,0,0,0,0,0,0,0,0,0
852,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 01,1,2007.04.30,1574,9.49,487,2,492,1,309.402795,1.270648,0,0,1,0,0,0,0,0,0,0,0,0,0
853,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 02,2,2007.05.01,599,9.66,429,1,410,1,716.193656,1.669449,0,0,1,0,0,0,0,0,0,0,0,0,0
854,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 03,3,2007.05.02,302,9.7,483,1,792,1,1599.337748,3.311258,0,0,1,0,0,0,0,0,0,0,0,0,0
855,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 04,4,2007.05.03,213,9.61,491,0,929,1,2305.164319,0,0,0,1,0,0,0,0,0,0,0,0,0,0
856,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 05,5,2007.05.05,182,9.67,520,0,1131,1,2857.142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857,³×·ÎÀÇ ½ÇÇè½Ç,1. °ËÀº ¸¶¹ý»ç (»ó),1,2011.06.09,3618,9.66,1775,8,237,1,490.602543,2.211166,0,1,0,0,0,1,0,0,0,1,0,0,0
858,³×·ÎÀÇ ½ÇÇè½Ç,1. °ËÀº ¸¶¹ý»ç (Áß),2,2011.06.13,1508,9.65,1585,0,178,1,1051.061008,0,0,1,0,0,0,1,0,0,0,1,0,0,0
859,³×·ÎÀÇ ½ÇÇè½Ç,1. °ËÀº ¸¶¹ý»ç (ÇÏ),3,2011.06.16,711,9.68,1614,1,320,1,2270.042194,1.40647,0,1,0,0,0,1,0,0,0,1,0,0,0
860,³×·ÎÀÇ ½ÇÇè½Ç,2. ¿À¿ùÀÇ ½ÅºÎ (»ó),4,2011.06.20,498,9.7,1622,0,159,1,3257.028112,0,0,1,0,0,0,1,0,0,0,1,0,0,0
861,³×·ÎÀÇ ½ÇÇè½Ç,2. ¿À¿ùÀÇ ½ÅºÎ (ÇÏ),5,2011.06.23,269,9.74,1613,0,249,1,5996.282528,0,0,1,0,0,0,1,0,0,0,1,0,0,0
862,º°ÀÇ À¯¾ð,1,1,2010.05.03,2671,9.55,864,13,181,1,323.474354,4.867091,0,0,1,0,0,0,0,0,0,0,0,0,0
863,º°ÀÇ À¯¾ð,2,2,2010.05.10,1421,9.56,779,9,91,1,548.205489,6.333568,0,0,1,0,0,0,0,0,0,0,0,0,0
864,º°ÀÇ À¯¾ð,3,3,2010.05.17,601,9.52,728,4,121,1,1211.314476,6.655574,0,0,1,0,0,0,0,0,0,0,0,0,0
865,º°ÀÇ À¯¾ð,4,4,2010.05.24,431,9.59,728,3,113,1,1689.095128,6.960557,0,0,1,0,0,0,0,0,0,0,0,0,0
866,º°ÀÇ À¯¾ð,5,5,2010.05.31,345,9.61,721,2,84,1,2089.855072,5.797101,0,0,1,0,0,0,0,0,0,0,0,0,0
867,¼Ò¼³°¡J,µ¥½ºÇÃ·Ô~Death plot~,1,2008.10.22,1018,9.72,439,3,218,1,431.237721,2.946955,0,0,1,0,0,0,0,0,0,0,0,0,0
868,¼Ò¼³°¡J,Àýº®±Í 1È­,2,2008.11.09,1724,9.78,733,2,128,1,425.174014,1.160093,0,0,1,0,0,0,0,0,0,0,0,0,0
869,¼Ò¼³°¡J,Àýº®±Í 2È­,3,2008.11.19,1039,9.78,698,0,117,1,671.799808,0,0,0,1,0,0,0,0,0,0,0,0,0,0
870,¼Ò¼³°¡J,Àýº®±Í 3È­,4,2008.12.04,677,9.73,525,0,108,1,775.480059,0,0,0,1,0,0,0,0,0,0,0,0,0,0
871,¼Ò¼³°¡J,Àýº®±Í 4È­,5,2009.01.26,601,9.62,494,0,100,1,821.963394,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 000,1,2008.11.04,1128,8.9,159,2,50,1,140.957447,1.77305,0,0,1,0,0,0,0,0,0,0,0,0,0
873,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 001,2,2008.11.04,721,9.21,184,2,38,1,255.20111,2.773925,0,0,1,0,0,0,0,0,0,0,0,0,0
874,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 002,3,2008.11.05,427,9.29,167,2,32,1,391.100703,4.683841,0,0,1,0,0,0,0,0,0,0,0,0,0
875,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 003,4,2008.11.06,407,9.48,161,2,33,1,395.577396,4.914005,0,0,1,0,0,0,0,0,0,0,0,0,0
876,¿¬¿Á´ÔÀÌ º¸°í°è¼Å,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 004,5,2008.11.07,382,9.46,184,2,40,1,481.675393,5.235602,0,0,1,0,0,0,0,0,0,0,0,0,0
877,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (1),1,2008.09.25,2511,9.55,578,3,566,1,230.187176,1.194743,0,1,0,0,0,0,0,0,0,0,0,0,0
878,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (2),2,2008.10.02,786,9.6,442,1,407,1,562.340967,1.272265,0,1,0,0,0,0,0,0,0,0,0,0,0
879,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (3),3,2008.10.09,326,9.54,614,1,526,1,1883.435583,3.067485,0,1,0,0,0,0,0,0,0,0,0,0,0
880,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (4),4,2008.10.16,184,9.6,455,0,254,1,2472.826087,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881,°í!°í!·çÅ°·ç!,°í!°í!·çÅ°·ç! - #001 THE STRANGER (5),5,2008.10.23,152,9.61,406,0,175,1,2671.052632,0,0,1,0,0,0,0,0,0,0,0,0,0,0
882,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 1È­,1,2010.12.05,2287,9.49,1847,4,467,1,807.60822,1.749016,0,0,1,0,0,0,0,0,0,0,0,0,0
883,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 2È­,2,2010.12.16,1151,9.55,2162,1,514,1,1878.366638,0.86881,0,0,1,0,0,0,0,0,0,0,0,0,0
884,²É¹ç¿¡¼Ö,[²É¹ç¿¡¼Ö] - 3È­,3,2010.12.25,405,9.61,1902,0,426,1,4696.296296,0,0,0,1,0,0,0,0,0,0,0,0,0,0
