,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä
1491,ÁÖ°£µµ½Ã±â´ã,Á¤½Ä¿¬Àç°øÁö,1,2018.07.21,25033,8.68,82,20,0,0.0032756761075380496,0.0007989453920824512
1492,°ÔÀÌÆ®,°ÔÀÌÆ®,1,2017.02.03,115422,9.75,304,81,0,0.0026338133111538527,0.0007017726256692831
1493,°ÔÀÌÆ®,°ÔÀÌÆ®,2,2017.02.10,73149,9.75,227,53,0,0.003103255000068354,0.0007245485242450341
1494,°ÔÀÌÆ®,°ÔÀÌÆ®,3,2017.02.17,55975,9.76,192,47,0,0.0034301027244305494,0.0008396605627512282
1495,°ÔÀÌÆ®,°ÔÀÌÆ®,4,2017.02.24,51083,9.65,241,45,0,0.004717812188007752,0.0008809192882172151
1496,°ÔÀÌÆ®,°ÔÀÌÆ®,5,2017.03.03,46475,9.8,226,54,0,0.004862829478214093,0.0011619150080688543
1497,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,³ª´Â ³»°¡ ÃµÀçÀÎ ÁÙ ¾Ë¾Ò´Ù,1,2019.05.16,110568,9.8,1266,910,0,0.011449967440850879,0.00823022936111714
1498,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,¹ÂÁöÄÃÀ» ÇØ¾ß°Ú´Ù,2,2019.05.19,95159,9.83,1132,769,0,0.011895879527947961,0.00808121144610599
1499,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,°í3ÀÇ ÀÌÁß»ýÈ°,3,2019.05.20,91683,9.83,1034,718,0,0.011277990467153125,0.007831331871775574
1500,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,¹ÂÁöÄÃ ÃµÀçÀÇ µ¥ºß ¹«´ë,4,2019.05.23,89010,9.83,1049,672,0,0.011785192674980339,0.0075497135153353555
1501,¹«´ë¿¡ ¼­Áö ¾ÊÁö¸¸ ¹è¿ìÀÔ´Ï´Ù,¼±ÅÃÁö ¾øÀ½,5,2019.05.27,86120,9.87,1097,670,0,0.012738039944263818,0.007779842080817464
1502,¿À¹¦ÇÑ °¡Á·,ÇÁ·Ñ·Î±×,1,2019.03.07,60513,9.88,658,539,0,0.010873696561069523,0.0089071769702378
1503,¿À¹¦ÇÑ °¡Á·,1È­ ¿À¹¦ÇÑ °¡Á·(1),2,2019.03.07,57516,9.82,735,458,0,0.012779052785311914,0.007963001599554907
1504,¿À¹¦ÇÑ °¡Á·,2È­ ¿À¹¦ÇÑ °¡Á·(2),3,2019.03.07,49625,9.87,600,414,0,0.012090680100755667,0.00834256926952141
1505,¿À¹¦ÇÑ °¡Á·,3È­ ³ªÀÇ Á÷ÀåÀÌ¾ú´ø...(1),4,2019.03.07,44535,9.9,504,357,0,0.011316941731222633,0.008016167059616032
1506,¿À¹¦ÇÑ °¡Á·,4È­ ³ªÀÇ Á÷ÀåÀÌ¾ú´ø...(2),5,2019.03.07,41012,9.93,567,349,0,0.013825221886277187,0.008509704476738515
1507,¹üÀÌ¿Ã½Ã´Ù!,°øÁö,1,2019.12.20,30641,9.8,311,201,0,0.01014979928853497,0.006559838125387553
1508,¹üÀÌ¿Ã½Ã´Ù!,°øÁö2,2,2020.02.25,22604,9.77,236,190,0,0.010440629976995222,0.008405591930631746
1509,¹üÀÌ¿Ã½Ã´Ù!,°øÁö3,3,2020.05.02,21440,9.85,370,266,0,0.017257462686567165,0.012406716417910447
1510,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",ÇÏ³ª,1,2018.10.22,60290,9.9,555,457,0,0.009205506717531928,0.007580029855697462
1511,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",µÑ,2,2018.10.25,48890,9.85,487,378,0,0.009961137246880752,0.007731642462671303
1512,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",¼Â,3,2018.10.29,42377,9.91,457,327,0,0.01078415178044694,0.007716449961063784
1513,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",³Ý,4,2018.11.01,40640,9.91,433,299,0,0.010654527559055119,0.007357283464566929
1514,"ºñÂ÷ÀÇ Ä¶¸®Å÷, Ã¹ ´ÜÃß",´Ù¼¸,5,2018.11.05,38573,9.93,407,276,0,0.010551421979104554,0.007155264044798175
1515,¾çÇ¬ºñºö¹ä,0 1 ¡¤ ÇÏÁö¸¿½Ã´Ù.,1,2016.03.20,74553,9.85,363,271,0,0.004869019355357934,0.0036349979209421486
1516,¾çÇ¬ºñºö¹ä,0 2 ¡¤  ¿Ö ¸»À» ¸øÇØ,2,2016.03.24,57529,9.73,329,238,0,0.005718854838429314,0.00413704392567227
1517,¾çÇ¬ºñºö¹ä,03 ¡¤ ±îÁÖ¼¼¿©,3,2016.03.31,49893,9.87,297,220,0,0.005952738861162888,0.004409436193453992
1518,¾çÇ¬ºñºö¹ä,04 ¡¤ ³ªÇÑÅ× ¿ÖÀÌ·¡,4,2016.04.07,43104,9.88,238,172,0,0.005521529324424648,0.003990348923533778
1519,¾çÇ¬ºñºö¹ä,05 ¡¤ ÇÏÆ®(¢½),5,2016.04.14,38698,9.82,234,167,0,0.006046824125277792,0.004315468499664066
1520,ÇÒ·ÎÀ©ÀÌ ³¡³ª±â Àü¿¡,1È­,1,2020.08.19,85496,9.87,1010,1021,0,0.011813418171610367,0.011942079161598203
1521,ÇÒ·ÎÀ©ÀÌ ³¡³ª±â Àü¿¡,2È­,2,2020.08.26,46240,9.84,471,648,0,0.01018598615916955,0.014013840830449827
1522,ÇÒ·ÎÀ©ÀÌ ³¡³ª±â Àü¿¡,3È­,3,2020.09.02,36718,9.9,412,575,0,0.011220654719755979,0.01565989432975652
1523,ÇÒ·ÎÀ©ÀÌ ³¡³ª±â Àü¿¡,4È­,4,2020.09.09,34900,9.91,430,562,0,0.012320916905444125,0.016103151862464183
1524,ÇÒ·ÎÀ©ÀÌ ³¡³ª±â Àü¿¡,5È­,5,2020.09.16,34170,9.9,382,537,0,0.011179397131987123,0.01571553994732221
1525,»çÀÎ°Ë,ÇÁ·Ñ·Î±×,1,2019.02.20,71150,9.87,516,330,0,0.007252283907238229,0.0046380885453267745
1526,»çÀÎ°Ë,1È­ - Àü¿î(îúê£)°ú ¿î¸íÀÇ ½ÃÀÛ,2,2019.02.27,70933,9.82,280,243,0,0.003947386970803434,0.0034257679782329804
1527,»çÀÎ°Ë,2È­ - »óÆÈÀÌ ±×¸®°í ½ÃÈ£(1),3,2019.03.06,36743,9.82,262,152,0,0.007130609912092099,0.004136842391748088
1528,»çÀÎ°Ë,3È­ - »óÆÈÀÌ ±×¸®°í ½ÃÈ£(2),4,2019.03.13,33801,9.72,262,155,0,0.007751249963018845,0.004585663146060767
1529,»çÀÎ°Ë,4È­ - ¿Õµµ(èÝÔ´)·Î(1),5,2019.03.20,30280,9.87,226,137,0,0.007463672391017173,0.00452443857331572
1530,"»ç¶ûÀ»,³Ê¿¡°Ô",1È­,1,2019.09.16,53065,9.96,488,561,0,0.009196268727032884,0.010571940073494771
1531,"»ç¶ûÀ»,³Ê¿¡°Ô",2È­ ¼Ò¿ø,2,2019.09.23,38177,9.95,482,517,0,0.012625402729392042,0.013542185085260759
1532,"»ç¶ûÀ»,³Ê¿¡°Ô",3È­ ²Þ,3,2019.09.30,33022,9.95,384,446,0,0.011628611228877718,0.0135061474168736
1533,"»ç¶ûÀ»,³Ê¿¡°Ô",4È­ ½º¸çµé±â ½ÃÀÛÇÏ´Â,4,2019.10.07,28426,9.97,328,424,0,0.011538732146626329,0.014915922043199888
1534,"»ç¶ûÀ»,³Ê¿¡°Ô",5È­ ÀÛÀº º¯È­(1),5,2019.10.13,24916,9.97,354,400,0,0.014207737999678921,0.016053941242575052
1535,¿ì¸®Áý ºê·ÎÄÝ¸®,1,1,2015.07.06,56811,9.74,303,161,0,0.005333474151132703,0.002833958212318037
1536,¿ì¸®Áý ºê·ÎÄÝ¸®,2,2,2015.07.13,41880,9.73,277,129,0,0.006614135625596943,0.0030802292263610313
1537,¿ì¸®Áý ºê·ÎÄÝ¸®,3,3,2015.07.20,39697,9.73,271,109,0,0.00682671234602111,0.0027457994306874576
1538,¿ì¸®Áý ºê·ÎÄÝ¸®,4,4,2015.07.27,36708,9.74,246,97,0,0.006701536449820203,0.002642475754603901
1539,¿ì¸®Áý ºê·ÎÄÝ¸®,5,5,2015.08.03,34737,9.78,245,100,0,0.007052998243947376,0.0028787747934479087
1540,CAT,ÀÌ»óÇÑ ¾Ë¹Ù°Å¸®°¡ µé¾î¿Ô½À´Ï´Ù.,1,2011.11.25,46418,9.71,1006,195,0,0.02167262699814727,0.004200956525485803
1541,CAT,»ç¶÷ÀÎµ¥ °í¾çÀÌ·¡..,2,2011.12.20,36729,9.67,1040,169,0,0.028315500013613222,0.004601268752212149
1542,CAT,³ÉÀÌ¶û ÇÔ²²...,3,2011.12.28,31877,9.69,1011,157,0,0.03171565705681212,0.004925181165103366
1543,CAT,Àß Áö³»º¸ÀÚ...?,4,2012.01.06,29679,9.66,864,138,0,0.029111492974830688,0.004649752350146568
1544,CAT,Áî¾Ï±ñ °øÁö,5,2012.01.08,23947,9.66,512,108,0,0.02138054871173842,0.004509959493882323
1545,ÀÌ½Ã¹ÌÀÌ¾ß±â,-,1,2016.03.24,36224,8.39,175,76,0,0.004831051236749116,0.0020980565371024737
1546,ÀÌ½Ã¹ÌÀÌ¾ß±â,1È­,2,2018.10.21,24828,9.81,205,71,0,0.00825680683099726,0.0028596745609795393
1547,ÀÌ½Ã¹ÌÀÌ¾ß±â,2È­,3,2018.10.21,19708,9.84,176,67,0,0.008930383600568297,0.003399634666125431
1548,ÀÌ½Ã¹ÌÀÌ¾ß±â,3È­,4,2018.10.21,18080,9.71,219,70,0,0.012112831858407079,0.0038716814159292035
1549,À±ÀÌ³ª´Â³²ÀÚ,ÇÁ·Ñ·Î±×,1,2019.06.14,52445,8.98,505,304,0,0.00962913528458385,0.005796548765373248
1550,À±ÀÌ³ª´Â³²ÀÚ,1È­,2,2019.06.21,48201,9.31,467,283,0,0.009688595672288957,0.005871247484492023
1551,À±ÀÌ³ª´Â³²ÀÚ,2È­,3,2019.06.28,34860,9.41,439,267,0,0.01259323006310958,0.0076592082616179
1552,À±ÀÌ³ª´Â³²ÀÚ,3È­,4,2019.07.05,30432,9.5,448,272,0,0.014721345951629864,0.008937960042060988
1553,À±ÀÌ³ª´Â³²ÀÚ,4È­,5,2019.07.12,28166,9.54,447,271,0,0.015870198111197897,0.00962152950365689
1554,»ç¶û »ç¶û ³»»ç¶û,<1È­> ¾î¸° Á¦¿Í Â÷Èñ,1,2011.07.23,42435,9.71,2413,186,0,0.05686343819959939,0.004383174266525274
1555,»ç¶û »ç¶û ³»»ç¶û,<2È­> ÀÚÀ¯¸¦ ²Þ²Ù´Â ¿Õ¼¼ÀÚ,2,2011.07.30,29701,9.74,2066,138,0,0.06955994747651595,0.004646308205110939
1556,»ç¶û »ç¶û ³»»ç¶û,<3È­> Ã¹¸¸³²,3,2011.08.06,26980,9.77,1842,120,0,0.06827279466271312,0.004447739065974796
1557,»ç¶û »ç¶û ³»»ç¶û,<4È­> ¼Ò¸ÁÀÌ »ý±â´Ù,4,2011.08.13,26113,9.77,1901,125,0,0.0727989890093057,0.004786887757055873
1558,»ç¶û »ç¶û ³»»ç¶û,<5È­> ¿Ü¼÷ºÎ,5,2011.08.20,24953,9.8,1625,111,0,0.06512243016871719,0.004448362922293912
1559,³×Å©·Î°ñºñ,1. ³×Å©·Î¸Ç¼­,1,2013.11.08,35397,9.4,1044,201,0,0.02949402491736588,0.00567844732604458
1560,³×Å©·Î°ñºñ,0.2,2,2013.11.09,28546,9.4,917,149,0,0.03212358999509563,0.005219645484481188
1561,³×Å©·Î°ñºñ,³×Å©·Î°ñºñ 3È­<°áÅõ>,3,2013.11.12,27533,9.5,912,141,0,0.03312388769839829,0.005121127374423419
1562,³×Å©·Î°ñºñ,³×Å©·Î°ñºñ .4È­,4,2013.11.16,25887,9.54,793,128,0,0.030633136323251053,0.004944566770966122
1563,³×Å©·Î°ñºñ,³×Å©·Î°ñºñ .5È­,5,2013.11.19,25574,9.56,853,148,0,0.03335418784703214,0.0057871275514194105
1564,¹æ¹é³²³à,°øÁö,1,2017.08.17,22436,9.15,111,24,0,0.004947405954715636,0.0010697093956141914
1565,¹æ¹é³²³à,¿¬Àç °øÁö.,2,2018.01.12,26601,9.55,101,37,0,0.0037968497424908836,0.0013909251531897297
1566,¸¶´ç°³ÀÇ ÀÎ»ý,1È­ _¸¶´ç°³ È²±¸,1,2015.07.14,39138,9.63,339,178,0,0.008661658745975779,0.00454800960703153
1567,¸¶´ç°³ÀÇ ÀÎ»ý,2È­_ ÀÛº°ÀÎ»ç,2,2015.07.24,31912,9.67,326,162,0,0.010215592880421159,0.00507646026573076
1568,¸¶´ç°³ÀÇ ÀÎ»ý,3È­_²Þ¿¡,3,2015.08.05,30966,9.65,332,164,0,0.010721436414131627,0.005296131240715624
1569,¸¶´ç°³ÀÇ ÀÎ»ý,4È­_ º´¿ø¿¡¼­,4,2015.08.20,30793,9.7,330,179,0,0.010716721332770435,0.0058130094501997204
1570,¸¶´ç°³ÀÇ ÀÎ»ý,5È­ ÁýÀ¸·Î,5,2015.08.29,30075,9.7,338,171,0,0.011238570241064007,0.005685785536159601
1571,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,Æ¯º°Æí,1,2019.09.15,43256,9.84,668,540,0,0.01544294433142223,0.012483817273904197
1572,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,ÈÄ±â,2,2019.10.27,28645,9.8,536,413,0,0.018711817071042067,0.014417873974515622
1573,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,¿¬Àç°øÁö,3,2020.02.11,25502,9.61,240,283,0,0.009411026586150105,0.011097168849502
1574,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,¿¬Àç³¯Â¥È®Á¤+¼öÁ¤,4,2020.05.14,15274,9.57,207,238,0,0.013552442058399896,0.015582034830430797
1575,¹Ù´ÙÀÇ ³¡¿¡´Â ¾ðÁ¦³ª ±× ¾ÆÀÌµéÀÌ ÀÖ¾ú´Ù.,¿ÀÇÂÇß½À´Ï´Ù!!,5,2020.08.21,9380,9.61,117,137,0,0.012473347547974413,0.014605543710021322
1576,SAURUS,1È­-¸¸³²,1,2017.08.04,41849,9.73,264,123,0,0.006308394465817583,0.00293913833066501
1577,SAURUS,2È­-»ç³É,2,2017.08.11,27159,9.88,229,92,0,0.008431827386869914,0.003387459037519791
1578,SAURUS,3È­-»ç³É2,3,2017.08.18,23738,9.86,191,88,0,0.008046170696773106,0.0037071362372567192
1579,SAURUS,4È­-È¸»ó,4,2017.08.25,23085,9.71,188,90,0,0.008143816330950834,0.003898635477582846
1580,SAURUS,5È­-À§±â,5,2017.09.01,21860,9.84,183,98,0,0.00837145471180238,0.004483074107959744
1581,±×·¡µµ ÇÏ·ç´Â,ÇÁ·Ñ·Î±×. ¹æ,1,2019.07.26,59448,9.87,840,508,0,0.014129995962858296,0.008545283272776209
1582,±×·¡µµ ÇÏ·ç´Â,1È­. ºû³ª´Â ²Þ ÁöÁö¾Ê´Â »î,2,2019.08.09,61467,9.91,825,530,0,0.013421836107179463,0.008622512893097109
1583,±×·¡µµ ÇÏ·ç´Â,2È­. ºÒÃ»°´,3,2019.08.23,58589,9.92,1039,568,0,0.017733704278960215,0.009694652579835806
1584,±×·¡µµ ÇÏ·ç´Â,3È­. ¹éÈ­,4,2019.09.06,53940,9.93,1059,579,0,0.019632925472747496,0.010734149054505005
1585,±×·¡µµ ÇÏ·ç´Â,4È­. »õÀå,5,2019.09.20,48309,9.92,877,492,0,0.018153967169678528,0.010184437682419424
1586,ºô¸®´ÙÀÌ¾îÆ®,ÇÁ·Ñ·Î±×,1,2017.08.17,48874,9.82,307,95,0,0.00628145844416254,0.0019437737856529034
1587,ºô¸®´ÙÀÌ¾îÆ®,EP01 ²Ü°Å·¡ ¼º»ç,2,2017.08.21,48138,9.78,268,96,0,0.005567327267439445,0.001994266483858906
1588,ºô¸®´ÙÀÌ¾îÆ®,EP02 ¹¬Á÷ÇÑ Ã¹ ¸¸³²,3,2017.08.24,42539,9.81,251,94,0,0.005900467806013305,0.0022097369472719153
1589,ºô¸®´ÙÀÌ¾îÆ®,EP03 ´õÀÌ»ó È¥ÀÚ°¡ ¾Æ´Ï¾ß,4,2017.08.28,39850,9.79,259,92,0,0.006499372647427854,0.0023086574654956086
1590,ºô¸®´ÙÀÌ¾îÆ®,EP04 »õº®ÀÇ ÀúÁÖ,5,2017.08.31,38587,9.79,240,83,0,0.006219711301733745,0.0021509834918495866
1591,Æó±Þ °ø¹«¿ø,Æó±Þ °ø¹«¿ø,1,2018.12.31,40861,9.59,544,111,0,0.013313428452558675,0.0027165267614595824
1592,Æó±Þ °ø¹«¿ø,6±Þ °ø¹«¿ø,2,2019.01.04,29887,9.42,370,89,0,0.012379964533074581,0.0029778833606584803
1593,Æó±Þ °ø¹«¿ø,ÀÏÂð Ãâ½Å ·¡ÆÛ,3,2019.01.11,26424,8.99,371,81,0,0.01404026642446261,0.0030653950953678476
1594,Æó±Þ °ø¹«¿ø,04. °ÅÁþ¸» ÀáÀÔ,4,2019.01.18,23166,9.73,362,74,0,0.015626348959682294,0.003194336527669861
1595,Æó±Þ °ø¹«¿ø,05. »ç¶÷µéÀÇ ÆÇ´ÜÀº,5,2019.01.18,22238,9.64,283,73,0,0.012725964565158737,0.0032826693047935964
1596,½Å¼±ºñ,¿¬Àç ÇùÀÇ °øÁö,1,2019.07.29,24368,9.53,116,131,0,0.0047603414313854234,0.005375902823374918
1597,½Å¼±ºñ,Á¤½Ä ¿¬Àç °øÁö,2,2019.11.12,22688,9.61,119,138,0,0.005245063469675599,0.006082510578279267
1598,1ÀÎ Å©¸®¿¡ÀÌÅÍ,ÇÁ·Ñ·Î±×,1,2019.04.06,41708,8.48,267,129,0,0.006401649563632876,0.0030929318116428503
1599,1ÀÎ Å©¸®¿¡ÀÌÅÍ,1È­,2,2019.04.24,45064,8.41,238,100,0,0.005281377596307474,0.0022190662169359133
1600,1ÀÎ Å©¸®¿¡ÀÌÅÍ,2È­,3,2019.05.01,26337,8.36,193,75,0,0.007328093556593386,0.0028477047499715228
1601,1ÀÎ Å©¸®¿¡ÀÌÅÍ,3È­,4,2019.05.09,17171,8.91,214,73,0,0.012462873449420535,0.0042513540271387805
1602,1ÀÎ Å©¸®¿¡ÀÌÅÍ,4È­,5,2019.05.15,15061,8.68,195,65,0,0.012947347453688335,0.004315782484562778
1603,°Ç°ïÀÏÃ´ ¾Æ¶ûÀü,"Á¦1È­ ""ÃÖ°í ³ë¸§²Û""",1,2020.03.08,52527,9.58,468,517,0,0.008909703581015479,0.009842557161079063
1604,°Ç°ïÀÏÃ´ ¾Æ¶ûÀü,"Á¦2È­ ""µ¿Çà°ú ¸¸³²""",2,2020.03.15,36136,9.46,391,386,0,0.010820234669028116,0.010681868496789905
1605,°Ç°ïÀÏÃ´ ¾Æ¶ûÀü,"Á¦3È­ ""È¯±Ã""",3,2020.03.22,31803,9.39,334,338,0,0.01050215388485363,0.010627928182875829
1606,°Ç°ïÀÏÃ´ ¾Æ¶ûÀü,"Á¦4È­ ""°»»ý""",4,2020.03.29,29098,9.47,314,325,0,0.010791119664581758,0.011169152519073475
1607,°Ç°ïÀÏÃ´ ¾Æ¶ûÀü,"Á¦5È­ ""¹ÚÈñÀç""",5,2020.04.05,25972,9.45,308,288,0,0.011858924996149699,0.011088864931464654
1608,´ë¶õ(ÓÞÕ¯) - 1ºÎ °®Ãá ÀÚ¿Í °®ÃßÁö ¾ÊÀº ÀÚ,ÀÓÀü(ìúîú),1,2017.04.13,55686,9.86,566,154,0,0.010164134611931186,0.0027655065905254463
1609,´ë¶õ(ÓÞÕ¯) - 1ºÎ °®Ãá ÀÚ¿Í °®ÃßÁö ¾ÊÀº ÀÚ,ÇÁ·Ñ·Î±×,2,2017.04.14,41782,9.83,397,100,0,0.009501699296347709,0.0023933751376190703
1610,´ë¶õ(ÓÞÕ¯) - 1ºÎ °®Ãá ÀÚ¿Í °®ÃßÁö ¾ÊÀº ÀÚ,Á¦1È­,3,2017.04.21,44444,9.82,383,87,0,0.00861758617586176,0.001957519575195752
1611,´ë¶õ(ÓÞÕ¯) - 1ºÎ °®Ãá ÀÚ¿Í °®ÃßÁö ¾ÊÀº ÀÚ,Á¦2È­,4,2017.04.28,31691,9.86,355,90,0,0.011201918525764413,0.002839923006531823
1612,´ë¶õ(ÓÞÕ¯) - 1ºÎ °®Ãá ÀÚ¿Í °®ÃßÁö ¾ÊÀº ÀÚ,Á¦3È­,5,2017.05.05,22807,9.83,289,67,0,0.012671548208883238,0.0029376945674573596
1613,ÆäÀÌÆ®,"ÇÁ·Ñ·Î±×, ´ê´Ù",1,2016.08.01,41284,9.7,257,109,0,0.006225171979459355,0.002640248037980816
1614,ÆäÀÌÆ®,"1È­, 21",2,2016.08.18,42614,9.47,256,102,0,0.006007415403388558,0.0023935795747876284
1615,ÆäÀÌÆ®,"2È­, »ýÀÏ¼±¹°",3,2016.09.01,30633,9.77,198,90,0,0.006463617667221624,0.0029380080305552833
1616,ÆäÀÌÆ®,"3È­, Áö±Ý ÀÌ ¼ø°£",4,2016.09.09,25597,9.7,180,86,0,0.007032074071180216,0.0033597687228972147
1617,ÆäÀÌÆ®,"4È­, ³ª»Û ¾ÆÀú¾¾",5,2016.09.16,22125,9.64,173,77,0,0.007819209039548023,0.003480225988700565
1618,È²±Ý Àå¹Ì,Èæ°õ VS ¿äÁ¤,1,2013.11.14,27017,9.86,2054,286,0,0.07602620572232298,0.010585927379057631
1619,È²±Ý Àå¹Ì,Èæ°õ VS ¿äÁ¤ (2),2,2013.11.14,23514,9.88,2063,263,0,0.08773496640299396,0.011184826061070002
1620,È²±Ý Àå¹Ì,Èæ°õ VS ¿äÁ¤ (3),3,2013.11.21,23181,9.87,1831,219,0,0.07898710150554333,0.009447392260903326
1621,È²±Ý Àå¹Ì,¼¼¸£ÈÖ³ª ÀûÀÀ±â,4,2013.11.28,23340,9.91,1925,221,0,0.0824764353041988,0.009468723221936589
1622,È²±Ý Àå¹Ì,¼¼¸£ÈÖ³ª ÀûÀÀ±â (2),5,2013.12.05,22940,9.93,2109,225,0,0.09193548387096774,0.00980819529206626
1623,È¥ÀÚ¾ØÇÇ½º,¼ø»è,1,2019.01.05,40721,9.87,624,179,0,0.015323788708528768,0.004395766312222195
1624,È¥ÀÚ¾ØÇÇ½º,Á¹·Á,2,2019.01.19,33860,9.88,462,146,0,0.01364441819255759,0.0043118724158298875
1625,È¥ÀÚ¾ØÇÇ½º,¼Ò°³ÆÃ ¾îÇÃ,3,2019.01.26,38203,9.78,628,163,0,0.016438499594272703,0.0042666806271758765
1626,È¥ÀÚ¾ØÇÇ½º,¼·¼·»÷µåÀ§Ä¡°¡°Ô,4,2019.02.02,37107,9.9,512,177,0,0.013797935699463713,0.004769989489853667
1627,È¥ÀÚ¾ØÇÇ½º,°³²Ü,5,2019.02.16,28651,9.9,491,156,0,0.017137272695542913,0.005444836131374123
1628,½Ã°£¼± èÇ,ÇÁ·Ñ·Î±×,1,2011.05.30,19488,9.84,4240,225,0,0.2175697865353038,0.011545566502463054
1629,½Ã°£¼± èÇ,½ÅÀÛ ¿¬Àç¼Ò½Ä ¾Ë¸³´Ï´Ù.,2,2014.04.21,27065,9.55,680,149,0,0.025124699796785516,0.005505265102530944
1630,ÄÃ·¯Ç® ¾ÆÀÌµ§Æ¼Æ¼,ÀÔÇÐ,1,2019.01.15,30840,9.61,208,205,0,0.006744487678339819,0.0066472114137483785
1631,ÄÃ·¯Ç® ¾ÆÀÌµ§Æ¼Æ¼,¾ÆÆ²¸®¿¡ (1),2,2019.01.22,25224,9.65,179,168,0,0.007096416111639708,0.006660323501427212
1632,ÄÃ·¯Ç® ¾ÆÀÌµ§Æ¼Æ¼,¾ÆÆ²¸®¿¡ (2),3,2019.01.29,24164,9.69,172,167,0,0.007118026816752193,0.0069111074325442804
1633,ÄÃ·¯Ç® ¾ÆÀÌµ§Æ¼Æ¼,¼÷Á¦ (1),4,2019.02.12,23032,9.7,179,174,0,0.0077717957624175065,0.007554706495310872
1634,ÄÃ·¯Ç® ¾ÆÀÌµ§Æ¼Æ¼,¼÷Á¦ (2),5,2019.02.19,23297,9.77,158,178,0,0.006781989097308667,0.007640468729879384
1635,È£°¡ºñ,ÇÁ·Ñ·Î±×,1,2018.07.22,59191,9.85,434,138,0,0.007332195773006031,0.0023314355222922405
1636,È£°¡ºñ,1Àå 1È­ - Ã»¼Û,2,2018.07.30,49757,9.89,429,117,0,0.00862190244588701,0.0023514279397873665
1637,È£°¡ºñ,1Àå 2È­ - Ã»¼Û,3,2018.08.06,36090,9.94,316,101,0,0.008755888057633693,0.002798559157661402
1638,È£°¡ºñ,1Àå 3È­ - Ã»¼Û,4,2018.08.13,31032,9.91,317,92,0,0.010215261665377675,0.002964681618973962
1639,È£°¡ºñ,1Àå 4È­ - Ã»¼Û,5,2018.09.04,21120,9.88,228,74,0,0.010795454545454546,0.003503787878787879
1640,Å¬¶óÇªÆ¼ µà½º,1È­,1,2014.06.30,33433,9.87,853,322,0,0.025513713995154487,0.009631202703915293
1641,Å¬¶óÇªÆ¼ µà½º,2È­,2,2014.07.07,26362,9.87,773,283,0,0.029322509673014186,0.010735149078218648
1642,Å¬¶óÇªÆ¼ µà½º,3È­,3,2014.07.15,23731,9.83,761,252,0,0.03206775947073448,0.010619021533015886
1643,Å¬¶óÇªÆ¼ µà½º,4È­,4,2014.07.22,22541,9.85,704,251,0,0.0312319772858347,0.011135264628898451
1644,Å¬¶óÇªÆ¼ µà½º,5È­,5,2014.07.31,21045,9.9,572,237,0,0.02717985269660252,0.011261582323592301
1645,Çã´ÏÇã´Ï2 - ´À¸®Áö¸¸ ±¦Âú¾Æ,1È­ ´À¸®Áö¸¸ ±¦Âú¾Æ,1,2019.09.27,44862,9.81,659,322,0,0.01468949222058758,0.007177566760287103
1646,Çã´ÏÇã´Ï2 - ´À¸®Áö¸¸ ±¦Âú¾Æ,2È­ ±â¸° ÀÌ¾ß±â - 1,2,2019.10.07,36802,9.81,577,263,0,0.015678495733927503,0.0071463507418075105
1647,Çã´ÏÇã´Ï2 - ´À¸®Áö¸¸ ±¦Âú¾Æ,3È­ ±â¸° ÀÌ¾ß±â-2,3,2019.10.17,34695,9.84,757,315,0,0.021818705865398472,0.009079118028534372
1648,Çã´ÏÇã´Ï2 - ´À¸®Áö¸¸ ±¦Âú¾Æ,4È­ ³·Àá - 1,4,2019.10.27,33256,9.82,545,246,0,0.01638802020687996,0.007397161414481598
