Unnamed: 0,제목,장르,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
2115,사가,판타지,0,0,1,1,0,0,0,0,0,0,412,9.62,0
2116,"빛, 봉인의 열쇠",판타지,0,0,1,0,0,0,0,0,0,0,981,9.76,0
2117,만가,판타지,0,0,1,1,0,0,0,0,0,0,473,9.38,0
2118,발렌티노 다스티,판타지,0,0,1,0,0,0,0,0,0,0,717,9.82,0
2119,너머의 항하사,판타지,0,0,1,1,0,0,0,0,0,0,762,9.78,0
2121,달의 문지기(휴재),판타지,0,0,1,0,1,0,0,0,0,0,834,9.38,0
2122,스타더스트,판타지,0,0,1,0,1,0,0,0,0,0,693,8.94,0
2123,휠오브포춘,판타지,0,0,1,0,1,0,0,0,0,0,"1,805",9.73,0
2125,그녀의 시크릿 사운드,판타지,0,0,1,0,0,1,0,0,0,0,681,9.82,0
2126,꿈의 왕의 꿈,판타지,0,0,1,0,1,0,0,0,0,0,213,9.84,0
2127,어렴풋이,판타지,0,0,1,0,0,0,0,0,1,0,640,9.8,0
2128,우리에게 내일은,판타지,0,0,1,1,0,0,0,0,0,0,442,9.53,0
2129,열쇠의 용사 카이제루스,판타지,0,0,1,1,0,0,0,0,0,0,783,9.65,0
2130,새을비전,판타지,0,0,1,0,1,0,0,0,0,0,311,9.87,0
2131,이브의 꿈속친구,판타지,0,0,1,0,0,0,0,1,0,0,"1,220",9.86,0
2132,용은 범을 잡아먹지 않는다.,판타지,0,0,1,1,0,0,0,0,0,0,444,9.72,0
2133,출근하개,판타지,0,0,1,1,0,0,0,0,0,0,366,9.04,0
2135,궁극 고등학교,판타지,0,0,1,1,0,0,0,0,0,0,71,9.25,0
2136,투지만발 슈트라이텐,판타지,0,0,1,1,0,0,0,0,0,0,275,8.97,0
2137,페더,판타지,0,0,1,0,0,0,0,0,0,0,"2,245",9.86,0
2138,검은 가시,판타지,0,0,1,0,1,0,0,0,0,0,256,9.86,0
2139,잭(J.a.c.k),판타지,0,0,1,0,0,1,0,0,0,0,"1,100",9.2,0
2140,링거,판타지,0,0,1,0,0,0,1,0,0,0,748,9.73,0
2141,이상한 낙원의 넬리쉬,판타지,0,0,1,0,0,0,1,0,0,0,"1,002",9.71,0
2142,도깨비 장난,판타지,0,0,1,1,0,0,0,0,0,0,743,9.88,0
2143,네크로맨서,판타지,0,0,1,0,1,0,0,0,0,0,"1,067",9.87,0
2144,뉴 빌런,판타지,0,0,1,1,0,0,0,0,0,0,426,9.82,0
2145,천상의 전령사,판타지,0,0,1,1,0,0,0,0,0,0,292,9.48,0
2146,로단테,판타지,0,0,1,0,1,0,0,0,0,0,808,9.88,0
2147,우로보로스,판타지,0,0,1,0,0,0,0,0,1,0,790,9.45,0
2150,가면,판타지,0,0,1,1,0,0,0,0,0,0,"1,090",9.52,0
2151,데르탈리즘,판타지,0,0,1,0,1,0,0,0,0,0,178,9.58,0
2152,신과 인간에 관한 재밌는 상상화,판타지,0,0,1,0,0,0,0,0,0,0,201,9.8,0
2154,5인전쟁,판타지,0,0,1,1,0,0,0,0,0,0,521,9.87,0
2156,크림슨 크로스,판타지,0,0,1,0,1,0,0,0,0,0,"1,465",9.77,0
2157,라스오브이블,판타지,0,0,1,1,0,0,0,0,0,0,410,9.6,0
2158,월국(月國)의 프락세이스,판타지,0,0,1,1,0,0,0,0,0,0,521,9.64,0
2159,진주전,판타지,0,0,1,0,0,0,0,0,0,0,145,9.86,0
2160,WINGS,판타지,0,0,1,0,0,0,0,1,0,0,125,9.8,0
2161,마고령,판타지,0,0,1,0,0,0,0,0,0,0,"1,426",9.85,0
2162,밀레니엄 헌터,판타지,0,0,1,0,0,0,0,0,0,0,420,9.87,0
2163,초하루 밤의 달맞이꽃,판타지,0,0,1,0,1,0,0,0,0,0,178,9.79,0
2165,용사 신드롬!,판타지,0,0,1,0,0,1,0,0,0,0,409,9.57,0
2166,색깔전쟁,판타지,0,0,1,0,1,0,0,0,0,0,53,9.79,0
2167,여우들,판타지,0,0,1,1,0,0,0,0,0,0,228,9.47,0
2168,조선귀변사,판타지,0,0,1,1,0,0,0,0,0,0,451,9.56,0
2169,용사를 찾아서,판타지,0,0,1,1,0,0,0,0,0,0,129,9.35,0
2171,이차원의 테라리움,판타지,0,0,1,0,0,0,1,0,0,0,87,9.45,0
2172,악귀의 메아리,판타지,0,0,1,0,0,0,0,1,0,0,431,9.61,0
2174,하이라몽,판타지,0,0,1,0,0,0,0,0,0,0,"1,837",9.53,0
2175,비너스,판타지,0,0,1,1,0,0,0,0,0,0,294,9.28,0
2176,페인포인트 PAINPOINT,판타지,0,0,1,0,0,0,0,0,0,0,130,9.62,0
2177,고3목마 회전인생,판타지,0,0,1,0,1,0,0,0,0,0,118,9.73,0
2178,메모리시티-일주일해결사들,판타지,0,0,1,1,0,0,0,0,0,0,118,9.74,0
2179,공허의 숲,판타지,0,0,1,0,0,0,0,1,0,0,377,9.57,0
2180,크로우,판타지,0,0,1,0,0,0,0,0,0,0,360,9.82,0
2181,피오키노,판타지,0,0,1,1,0,0,0,0,0,0,531,9.64,0
2182,일요극장,판타지,0,0,1,0,1,0,0,0,0,0,"1,586",9.85,0
2184,붉은끈,판타지,0,0,1,0,0,0,0,1,0,0,120,9.76,0
2185,별끝에서 땅끝까지,판타지,0,0,1,0,0,0,1,0,0,0,479,9.81,0
2186,망령왕이,판타지,0,0,1,0,0,0,1,0,0,0,169,9.52,0
2187,재와 먼지의 시,판타지,0,0,1,0,1,0,0,0,0,0,182,9.79,0
2188,하엔,판타지,0,0,1,0,0,0,0,0,0,0,251,9.54,0
2191,스쿱스,판타지,0,0,1,1,0,0,0,0,0,0,331,9.55,0
2192,진짜 다 이루어줘,판타지,0,0,1,0,0,1,0,0,0,0,660,9.14,0
2194,미녀와 마녀,판타지,0,0,1,0,0,1,0,0,0,0,70,9.53,0
2195,무쇠,판타지,0,0,1,0,1,0,0,0,0,0,183,9.78,0
2196,인비트윈,판타지,0,0,1,1,0,0,0,0,0,0,735,9.49,0
2197,빈센트,판타지,0,0,1,1,0,0,0,0,0,0,485,9.77,0
2199,블랙옐로,판타지,0,0,1,0,0,0,0,1,0,0,125,8.86,0
2200,그루버,판타지,0,0,1,1,0,0,0,0,0,0,120,9.15,0
2201,망각천사를 잡는 방법,판타지,0,0,1,1,0,0,0,0,0,0,488,9.76,0
2202,파라웨이 치킨,판타지,0,0,1,0,0,0,1,0,0,0,546,9.68,0
2206,25세 요술공주,판타지,0,0,1,0,1,0,0,0,0,0,334,9.76,0
2207,망생이 전투,판타지,0,0,1,1,0,0,0,0,0,0,277,9.67,0
2208,블러드 라이트,판타지,0,0,1,1,0,0,0,0,0,0,81,9.55,0
2209,당신의 한 순간,판타지,0,0,1,0,0,0,1,0,0,0,288,9.77,0
2210,다시 만나요,판타지,0,0,1,0,0,1,0,0,0,0,129,9.21,0
2211,언령,판타지,0,0,1,0,0,0,0,1,0,0,76,9.41,0
2212,니플헤임,판타지,0,0,1,1,0,0,0,0,0,0,"1,799",9.86,0
2213,별이 내린 여름날,판타지,0,0,1,0,0,0,1,0,0,0,433,9.75,0
2216,메이커,판타지,0,0,1,1,0,0,0,0,0,0,580,9.74,0
2217,리사이클,판타지,0,0,1,1,0,0,0,0,0,0,298,8.94,0
2218,다이아 하트의 안내인,판타지,0,0,1,0,1,0,0,0,0,0,184,9.12,0
2219,블랙시저스,판타지,0,0,1,1,0,0,0,0,0,0,55,9.81,1
2220,픽셔너,판타지,0,0,1,0,1,0,0,0,0,0,227,9.64,0
2222,조선좀비,판타지,0,0,1,0,0,0,0,0,0,0,106,9.79,1
2223,노미를 잡아라,판타지,0,0,1,0,0,0,0,1,0,0,125,9.48,0
2224,해동요,판타지,0,0,1,0,0,0,0,0,1,0,232,9.02,0
2225,신령,판타지,0,0,1,0,0,0,0,0,1,0,342,9.81,1
2226,소울,판타지,0,0,1,1,0,0,0,0,0,0,338,8.93,0
2227,렘브란트 블러드,판타지,0,0,1,0,0,0,0,1,0,0,17,8.67,0
2228,옥탑방마녀,판타지,0,0,1,0,0,0,0,0,0,0,428,9.8,0
2230,송곳니 가족,판타지,0,0,1,0,1,0,0,0,0,0,562,9.37,0
2231,안녕 외교국,판타지,0,0,1,0,1,0,0,0,0,0,545,9.54,0
2232,신룡의 주인,판타지,0,0,1,0,0,0,0,0,0,0,"4,019",9.85,0
2233,차원이동전문 환상부동산,판타지,0,0,1,0,0,1,0,0,0,0,266,9.78,0
2234,야수본능,판타지,0,0,1,1,0,0,0,0,0,0,212,9.51,0
2235,원스 인 어 블루문,판타지,0,0,1,0,0,1,0,0,0,0,439,9.81,0
2237,사도 신여랑傳,판타지,0,0,1,1,0,0,0,0,0,0,129,9.5,0
2238,4번째 세계,판타지,0,0,1,0,0,1,0,0,0,0,144,9.59,0
2239,우주수렴법칙,판타지,0,0,1,0,0,0,0,1,0,0,559,9.76,0
2240,코엑시스트,판타지,0,0,1,0,0,0,0,1,0,0,148,8.92,0
2241,신수의 주인,판타지,0,0,1,0,0,1,0,0,0,0,"2,541",9.82,0
2242,무탄트,판타지,0,0,1,1,0,0,0,0,0,0,140,9.85,0
2244,드리머즈,판타지,0,0,1,0,0,0,0,1,0,0,554,9.31,0
2245,신기록,판타지,0,0,1,0,0,0,0,0,0,0,111,9.86,0
2246,밤을 삼킨 아이,판타지,0,0,1,0,0,0,0,1,0,0,356,9.6,0
2247,얼어붙은 아로와향기,판타지,0,0,1,0,1,0,0,0,0,0,283,8.83,0
2248,어느 오래된 도서관의 비밀,판타지,0,0,1,0,0,0,0,0,0,0,588,9.86,0
2250,위험한 들개들,판타지,0,0,1,1,0,0,0,0,0,0,16,9.38,0
2251,마왕의 휴일,판타지,0,0,1,0,0,0,0,0,0,0,932,9.87,0
2252,홀,판타지,0,0,1,1,0,0,0,0,0,0,165,9.59,0
2253,에이디,판타지,0,0,1,0,1,0,0,0,0,0,584,9.86,0
2254,들개의 품위,판타지,0,0,1,0,1,0,0,0,0,0,"2,421",9.86,0
2255,U.S.P.O.,판타지,0,0,1,0,1,0,0,0,0,0,186,9.32,0
2256,주저드,판타지,0,0,1,1,0,0,0,0,0,0,421,9.36,0
2257,드림웨폰,판타지,0,0,1,1,0,0,0,0,0,0,"1,793",9.83,0
2259,네펜데스,판타지,0,0,1,1,0,0,0,0,0,0,231,9.11,0
2260,레이디 프로젝트,판타지,0,0,1,0,0,1,0,0,0,0,"4,961",9.86,0
2261,시밝,판타지,0,0,1,0,0,0,0,0,1,0,227,9.84,0
2262,IF,판타지,0,0,1,0,1,0,0,0,0,0,226,9.59,0
2263,라텔론,판타지,0,0,1,0,1,0,0,0,0,0,439,9.26,0
2265,라이즈(RISE),판타지,0,0,1,0,1,0,0,0,0,0,224,9.68,0
2267,시궁쥐구멍,판타지,0,0,1,0,0,1,0,0,0,0,136,9.79,0
2268,정사도 [Saintly Dozen],판타지,0,0,1,0,0,0,0,0,0,0,142,8.08,0
2269,점성술사,판타지,0,0,1,0,1,0,0,0,0,0,169,9.61,0
2270,더 모나크,판타지,0,0,1,1,0,0,0,0,0,0,94,9.69,0
2271,시나브로 너에게,판타지,0,0,1,0,0,1,0,0,0,0,128,9.66,0
2274,문러버,판타지,0,0,1,1,0,0,0,0,0,0,120,7.86,0
2275,"Please Me, Please",판타지,0,0,1,0,0,1,0,0,0,0,"1,163",9.78,0
2276,메모리즈 레인,판타지,0,0,1,0,0,1,0,0,0,0,195,9.86,0
2277,ZET,판타지,0,0,1,1,0,0,0,0,0,0,160,9.24,0
2278,낮게 날고있는 연,판타지,0,0,1,0,1,0,0,0,0,0,"1,599",9.56,0
2279,그 섬에 바보들이 산다,판타지,0,0,1,0,1,0,0,0,0,0,"1,142",9.83,0
2280,밤공마,판타지,0,0,1,0,0,0,0,0,1,0,266,9.57,0
2281,여름에 내리는 서리,판타지,0,0,1,0,1,0,0,0,0,0,165,9.09,0
2282,론즈(Lons),판타지,0,0,1,0,0,0,0,0,0,0,143,9.82,0
2283,저주를 걸어드립니다.,판타지,0,0,1,0,0,0,0,0,0,0,"1,023",9.87,0
2285,엘리자베스1호,판타지,0,0,1,0,0,0,0,0,0,0,515,9.85,0
2287,릴리스,판타지,0,0,1,1,0,0,0,0,0,0,95,9.57,0
2288,천지해,판타지,0,0,1,0,0,0,0,0,0,0,528,9.86,0
2289,DAWN 여명 - 트와일라이트 2부,판타지,0,0,1,0,1,0,0,0,0,0,811,9.85,0
2290,귀예록,판타지,0,0,1,1,0,0,0,0,0,0,159,9.79,0
2293,더 게이머,판타지,0,0,1,1,0,0,0,0,0,0,218,9.85,1
2294,렌탈맨,판타지,0,0,1,0,0,0,0,0,0,0,873,8.3,0
2295,그들의 사정,판타지,0,0,1,0,0,1,0,0,0,0,116,9,0
2296,슈퍼랑,판타지,0,0,1,0,0,0,0,0,0,0,526,9.63,0
2297,Mrs. Alice,판타지,0,0,1,0,1,0,0,0,0,0,675,9.81,0
2299,망각의 주인,판타지,0,0,1,1,0,0,0,0,0,0,432,9.87,0
2300,종말의 왕국,판타지,0,0,1,1,0,0,0,0,0,0,55,9.57,0
2302,우렁이라도 좋아,판타지,0,0,1,0,0,1,0,0,0,0,"1,462",9.82,0
2303,혼생자(魂生子),판타지,0,0,1,0,0,0,0,0,1,0,197,9.86,0
2304,야상곡,판타지,0,0,1,0,1,0,0,0,0,0,168,9.75,0
2306,못난오리,판타지,0,0,1,0,0,1,0,0,0,0,231,9.84,0
2307,금잔화가 피는 여름,판타지,0,0,1,0,0,0,0,0,1,0,217,9.27,0
2308,짐승의 맛,판타지,0,0,1,0,0,0,0,1,0,0,331,9.82,0
2309,산신 [山神],판타지,0,0,1,0,1,0,0,0,0,0,995,9.85,0
2310,11월에 내리는 설이,판타지,0,0,1,0,0,0,1,0,0,0,250,9.74,0
2311,아마도,판타지,0,0,1,0,0,0,0,1,0,0,82,9.52,0
2312,디어비스,판타지,0,0,1,1,0,0,0,0,0,0,287,9.68,0
2314,해를쫓아별이된아이,판타지,0,0,1,0,1,0,0,0,0,0,"1,172",9.85,0
2316,이런 카페 처음이야,판타지,0,0,1,0,0,1,0,0,0,0,444,9.87,0
2317,피아타,판타지,0,0,1,0,1,0,0,0,0,0,277,9.75,0
2318,죽어도 숨은 쉰다,판타지,0,0,1,0,0,0,1,0,0,0,"12,913",9.85,0
2319,무토 (Muto),판타지,0,0,1,0,0,1,0,0,0,0,70,9.7,0
2322,신의 언어,판타지,0,0,1,0,1,0,0,0,0,0,71,9.84,1
2323,3구역 숲,판타지,0,0,1,1,0,0,0,0,0,0,125,9.47,0
2324,탄생석,판타지,0,0,1,0,1,0,0,0,0,0,"6,305",9.86,0
2326,특허소년,판타지,0,0,1,0,1,0,0,0,0,0,565,9.87,0
2327,어떤 화랑의 아가씨와 용의 이야기,판타지,0,0,1,0,0,0,0,0,0,0,349,9.86,0
2329,WaNDerer,판타지,0,0,1,0,0,0,1,0,0,0,546,9.86,0
2331,이오타,판타지,0,0,1,1,0,0,0,0,0,0,117,8.86,0
2333,저주상인,판타지,0,0,1,0,0,0,0,0,1,0,66,9.76,0
2337,일리티이아의 심장,판타지,0,0,1,0,0,1,0,0,0,0,69,9.8,0
2338,바이스,판타지,0,0,1,1,0,0,0,0,0,0,56,9.82,0
2339,사막화花,판타지,0,0,1,1,0,0,0,0,0,0,795,9.68,0
2341,스핑크스에이지,판타지,0,0,1,1,0,0,0,0,0,0,65,9.85,0
2342,신영웅전기,판타지,0,0,1,0,1,0,0,0,0,0,"1,428",9.88,0
2343,魂지킴이,판타지,0,0,1,0,0,0,0,0,0,0,"1,226",9.77,0
2344,HolloW,판타지,0,0,1,0,0,0,0,0,0,0,118,9.86,0
2345,지신전,판타지,0,0,1,0,0,0,0,0,1,0,33,8.7,0
2346,숙천,판타지,0,0,1,0,1,0,0,0,0,0,81,9.77,0
2348,만물상,판타지,0,0,1,0,1,0,0,0,0,0,924,9.82,0
2350,꽃이 피고 진 자리,판타지,0,0,1,0,0,0,1,0,0,0,43,9.45,0
2352,로키 (Loki),판타지,0,0,1,1,0,0,0,0,0,0,481,9.86,0
2353,묘진전,판타지,0,0,1,0,1,0,0,0,0,0,265,9.86,0
2354,리플렉션,판타지,0,0,1,0,0,0,0,0,1,0,177,9.79,0
2355,올리브스쿨(Olive school),판타지,0,0,1,0,0,0,0,0,0,0,97,9.77,0
2356,제왕의조건,판타지,0,0,1,0,0,0,0,0,0,0,161,9.81,0
2357,인간의 조건,판타지,0,0,1,0,0,1,0,0,0,0,611,9.87,0
2359,테임,판타지,0,0,1,1,0,0,0,0,0,0,133,9.5,0
2360,꽃자국 길,판타지,0,0,1,0,1,0,0,0,0,0,"1,594",9.85,0
2361,버드맨 (bird-man),판타지,0,0,1,0,0,0,0,1,0,0,45,9.62,0
2362,세 개의 달,판타지,0,0,1,0,0,1,0,0,0,0,100,9.55,0
2363,파르카이,판타지,0,0,1,0,1,0,0,0,0,0,16,9.8,0
2364,량 -무인정사-,판타지,0,0,1,1,0,0,0,0,0,0,13,9.02,0
2365,유신기(儒神記),판타지,0,0,1,0,0,0,0,0,1,0,29,9.77,0
2366,그림술사,판타지,0,0,1,0,0,0,0,0,0,0,568,9.87,0
2367,진실게임,판타지,0,0,1,0,1,0,0,0,0,0,"7,036",9.86,0
2368,4층복도끝천국,판타지,0,0,1,0,0,1,0,0,0,0,"5,231",9.86,0
2369,단편 시리즈,판타지,0,0,1,0,0,1,0,0,0,0,19,9.75,0
2370,야수의 노래,판타지,0,0,1,1,0,0,0,0,0,0,337,9.83,0
2371,천연(天緣),판타지,0,0,1,0,0,1,0,0,0,0,257,9.78,0
2372,여기야! 헤드볼 빌리지,판타지,0,0,1,0,0,0,1,0,0,0,61,9.05,0
2373,요신,판타지,0,0,1,1,0,0,0,0,0,0,23,9.85,0
2374,별을 건너는 방법,판타지,0,0,1,0,0,0,0,0,0,0,126,9.86,0
2375,렛츠,판타지,0,0,1,0,0,0,0,1,0,0,71,9.59,0
2377,BeYonD,판타지,0,0,1,0,1,0,0,0,0,0,"1,286",9.83,0
2378,윙즈 - 영광을 위한 날개,판타지,0,0,1,1,0,0,0,0,0,0,"1,445",9.85,0
2379,힐데르트 캐슬,판타지,0,0,1,0,0,1,0,0,0,0,57,9.42,0
2380,포츈쿠키,판타지,0,0,1,0,0,0,0,0,0,0,46,9.79,0
2381,트러블 앤 트리플,판타지,0,0,1,0,0,0,0,0,0,0,52,9.83,0
2383,애니마,판타지,0,0,1,1,0,0,0,0,0,0,958,9.83,0
2384,신단군전,판타지,0,0,1,0,0,0,0,0,1,0,41,9.65,0
2385,초월(超越),판타지,0,0,1,0,1,0,0,0,0,0,55,9.79,0
2386,새벽소리가 들린다,판타지,0,0,1,0,0,1,0,0,0,0,696,9.7,0
2387,Full Metal Wing,판타지,0,0,1,0,0,0,0,0,0,0,430,9.85,0
2388,카이만,판타지,0,0,1,0,0,0,0,0,0,0,99,9.84,0
2389,드림(DREAM),판타지,0,0,1,0,0,0,0,0,0,0,50,9.67,0
2390,행운의 서(書),판타지,0,0,1,0,1,0,0,0,0,0,770,9.87,0
2391,블랙보이,판타지,0,0,1,1,0,0,0,0,0,0,319,9.76,0
2392,[글레이저],판타지,0,0,1,0,0,0,0,1,0,0,23,9.62,0
2393,EVEN,판타지,0,0,1,1,0,0,0,0,0,0,37,9.8,0
2394,수신기 搜神記,판타지,0,0,1,0,0,0,0,0,0,0,54,9.78,0
2395,에르데,판타지,0,0,1,0,0,0,0,0,0,0,326,9.79,0
2397,인섹터,판타지,0,0,1,1,0,0,0,0,0,0,33,9.58,0
2400,리솔루토,판타지,0,0,1,0,1,0,0,0,0,0,284,9.73,0
2401,오늘의 끝에서 내일을 보다,판타지,0,0,1,0,1,0,0,0,0,0,31,9.69,0
2403,숲의노래 : 영혼이 잠드는 숲,판타지,0,0,1,0,0,0,0,0,0,0,108,9.83,0
2404,릴리 키스(Lily Kiss),판타지,0,0,1,0,1,0,0,0,0,0,21,9.74,0
2405,미다스의 아들,판타지,0,0,1,0,0,0,0,0,0,0,247,9.85,0
2406,망자카페,판타지,0,0,1,0,0,0,0,0,0,0,"2,878",9.78,0
2407,비스트(beast),판타지,0,0,1,1,0,0,0,0,0,0,117,9.78,0
2408,충무공,판타지,0,0,1,1,0,0,0,0,0,0,55,9.13,0
2409,싸이클로(순환),판타지,0,0,1,1,0,0,0,0,0,0,27,9.31,0
2410,터거(turgor),판타지,0,0,1,1,0,0,0,0,0,0,10,9.38,0
2412,백은아란전,판타지,0,0,1,1,0,0,0,0,0,0,35,9.67,0
2413,CELL[셀],판타지,0,0,1,0,0,0,0,0,0,0,377,9.85,0
2414,신의 일요일,판타지,0,0,1,0,0,0,0,0,0,0,36,9.76,0
2415,행월이야기,판타지,0,0,1,0,1,0,0,0,0,0,83,9.72,0
2416,Ah!저이야기,판타지,0,0,1,0,0,1,0,0,0,0,31,9.74,0
2418,천사라네,판타지,0,0,1,0,0,1,0,0,0,0,504,9.81,0
2419,최고의 콤비,판타지,0,0,1,0,1,0,0,0,0,0,208,9.8,0
2420,달세즈,판타지,0,0,1,0,1,0,0,0,0,0,142,9.86,0
2421,5月하늘의돋보기,판타지,0,0,1,0,0,0,0,0,0,0,408,9.85,0
2424,아벨,판타지,0,0,1,1,0,0,0,0,0,0,50,9.52,0
2425,더 캐슬,판타지,0,0,1,1,0,0,0,0,0,0,36,9.74,0
2426,12 (TWELVE),판타지,0,0,1,0,0,0,0,1,0,0,36,9.59,0
2427,몽쥬페,판타지,0,0,1,1,0,0,0,0,0,0,425,9.86,0
2428,코크싸이더,판타지,0,0,1,0,1,0,0,0,0,0,191,9.75,0
2429,콜링 (The Calling),판타지,0,0,1,0,0,0,0,0,0,0,75,9.85,0
2431,누설,판타지,0,0,1,0,0,0,0,0,1,0,113,9.84,0
2432,도깨비 낭자,판타지,0,0,1,0,0,0,0,0,0,0,481,9.77,0
2433,빗자루도깨비 태비 (리메이크 전),판타지,0,0,1,0,1,0,0,0,0,0,517,9.85,0
2434,네로의 실험실,판타지,0,0,1,0,0,0,1,0,0,0,62,9.82,1
2435,세상의 아이들,판타지,0,0,1,0,1,0,0,0,0,0,42,9.8,0
2436,산타시스템,판타지,0,0,1,0,0,0,0,0,0,0,19,9.37,0
2437,버드(BUD),판타지,0,0,1,0,0,0,0,0,0,0,516,9.65,0
2438,트웰브,판타지,0,0,1,0,0,0,0,1,0,0,135,9.82,0
2439,초시공아기 요핸슨!!,판타지,0,0,1,0,0,0,0,0,0,0,50,9.61,0
2440,치국이야기,판타지,0,0,1,0,0,0,0,0,0,0,66,9.86,0
2441,루비노(Rubino),판타지,0,0,1,0,0,1,0,0,0,0,28,9.71,0
2442,기프트,판타지,0,0,1,0,0,0,1,0,0,0,22,9.84,0
2443,블로우,판타지,0,0,1,0,0,0,0,0,0,0,8,9.68,0
2444,에렌티,판타지,0,0,1,0,0,0,0,0,0,0,43,9.71,0
2445,마스크폴리스,판타지,0,0,1,0,0,0,1,0,0,0,101,9.84,0
2446,달콤한 푸른 별,판타지,0,0,1,0,0,0,0,0,0,0,15,9.79,0
2447,유랑민족,판타지,0,0,1,0,1,0,0,0,0,0,38,9.83,0
2448,샌드스톰,판타지,0,0,1,0,0,0,0,0,0,0,17,9.76,0
2449,익스플로러,판타지,0,0,1,0,0,1,0,0,0,0,23,9.72,0
2450,히키(HicKey),판타지,0,0,1,0,1,0,0,0,0,0,230,9.85,0
2451,안녕！후식맨,판타지,0,0,1,0,1,0,0,0,0,0,32,9.83,0
2452,디바인 안드로메다,판타지,0,0,1,0,0,1,0,0,0,0,61,9.86,0
2453,Dead to the world,판타지,0,0,1,0,1,0,0,0,0,0,15,9.85,0
2454,이프,판타지,0,0,1,0,0,0,0,0,0,0,441,9.85,0
2455,백수 (百壽),판타지,0,0,1,0,1,0,0,0,0,0,5,8.74,0
2456,아더월드,판타지,0,0,1,0,0,0,0,0,0,0,7,9.39,0
2457,호레,판타지,0,0,1,1,0,0,0,0,0,0,25,9.85,0
2458,환상음악단편선,판타지,0,0,1,0,1,0,0,0,0,0,219,9.69,0
2459,땅의 기록,판타지,0,0,1,0,0,0,0,0,0,0,23,9.78,0
2460,법칙과 순서의 세계,판타지,0,0,1,0,0,0,0,0,0,0,12,9.68,0
2461,이상한 나라의 블레인,판타지,0,0,1,0,0,0,0,0,0,0,45,9.84,0
2462,나비가 나타났다,판타지,0,0,1,0,0,1,0,0,0,0,27,9.71,0
2463,겨울X거울,판타지,0,0,1,0,1,0,0,0,0,0,32,9.56,0
2464,캣밑피쉬 (The Cat Meets Fish),판타지,0,0,1,0,0,0,1,0,0,0,369,9.86,0
2465,하늘아래 우체부,판타지,0,0,1,0,0,0,0,0,0,0,66,9.86,0
2466,로고스,판타지,0,0,1,1,0,0,0,0,0,0,48,9.64,0
2468,커튼콜 아래그랑,판타지,0,0,1,0,1,0,0,0,0,0,30,9.83,0
2469,포션 매니아,판타지,0,0,1,0,1,0,0,0,0,0,58,9.8,0
2470,은빛 고릴라,판타지,0,0,1,0,1,0,0,0,0,0,377,9.6,0
2471,페이백 [완],판타지,0,0,1,0,0,0,0,0,0,0,11,9.42,0
2492,플래닛자이언,액션,0,0,0,1,0,0,0,1,0,0,431,9.37,0
2494,날개 부러진 새의 노래,액션,0,0,0,1,1,0,0,0,0,0,234,9.68,0
2496,킥오프,액션,0,0,0,1,0,0,0,0,0,1,"13,190",9.73,0
2498,테이커,액션,0,0,0,1,0,0,0,1,0,0,"17,557",9.85,0
2499,보스 인 스쿨,액션,0,0,0,1,1,0,0,0,0,0,"9,203",9.87,0
2502,소년의 신성,액션,0,0,0,1,1,0,0,0,0,0,"8,830",9.85,0
2503,엑스마키나,액션,0,0,0,1,0,0,0,0,0,0,91,6.86,0
2504,로어스쿨,액션,0,0,0,1,1,0,0,0,0,0,"15,375",9.89,0
2507,라라파루자,액션,0,0,0,1,0,0,0,0,0,1,"8,994",9.8,0
2508,학용품 대전,액션,0,0,0,1,0,0,0,0,0,0,"3,140",9.75,0
2512,서울크로니클 / 적우 2060년,액션,0,0,0,1,0,0,0,1,0,0,141,9.28,0
2518,초월! 집사소녀!!,액션,0,0,0,1,0,1,0,0,0,0,"1,758",9.54,0
2521,완전범죄,액션,0,0,0,1,1,0,0,0,0,0,996,9.68,0
2522,스타일리쉬 리벤지,액션,0,0,0,1,0,0,0,0,1,0,"9,586",9.62,0
2524,정상이되고싶어,액션,0,0,0,1,0,1,0,0,0,0,"2,980",9.86,0
2525,RUN,액션,0,0,0,1,1,0,0,0,0,0,"1,071",9.79,0
2527,외모지상주의,액션,0,0,0,1,1,0,0,0,0,0,"48,534",9.86,1
2530,데드위크 [Dead Week],액션,0,0,0,1,1,0,0,0,0,0,"2,061",9.79,0
2543,더블랙LABEL,액션,0,0,0,1,1,0,0,0,0,0,"4,005",9.9,0
2547,죽은 자들의 도시에서,액션,0,0,0,1,0,0,0,1,0,0,"1,295",9.72,0
2548,로보택틱스,액션,0,0,0,1,1,0,0,0,0,0,"1,172",9.78,0
2550,풍월주,액션,0,0,0,1,0,0,0,1,0,0,"2,541",9.83,0
2553,망상되감기,액션,0,0,0,1,1,0,0,0,0,0,"2,235",9.89,0
2557,천상대전,액션,0,0,0,1,0,0,0,0,0,0,"2,894",9.87,0
2559,선수들,액션,0,0,0,1,0,0,0,0,0,0,892,9.66,0
2571,개천사,액션,0,0,0,1,0,0,1,0,0,0,882,9.89,0
2579,특이점 2045,액션,0,0,0,1,0,0,0,1,0,0,"1,008",9.88,0
2581,SCP-The Administrator,액션,0,0,0,1,0,0,0,1,0,0,255,8.82,0
2583,획,액션,0,0,0,1,0,0,0,0,1,0,712,9.85,0
