À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,´ñ±Û¼ö ´ëºñ ±àÁ¤´ñ±Û,´ñ±Û¼ö ´ëºñ ºÎÁ¤´ñ±Û,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
"¾Ë°í ½Í´Ï ¸¶À½, #½É¸®Å÷ by ÆÈÈ£±¤Àå","5. ³»°¡ °¡Àå Áß¿äÇØÁö¸é,",5,60847,9.88,829,635,30,0,13.624336,10.436012,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ÃÌ½º·¯¿î ±×µé,½ÃÀÛ,1,17734,9.28,187,133,34,0,10.544716,7.499718,73.52941176,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÃÌ½º·¯¿î ±×µé,1. ½Ã°ñ µµ¼­°ü,2,14072,9.61,183,133,36,0,13.004548,9.451393,47.22222222,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÃÌ½º·¯¿î ±×µé,2. ¸¶À»È¸°ü,3,9933,9.69,175,119,28,0,17.618041,11.980268,53.57142857,3.571428571,1,0,0,1,1,0,0,0,0,0,0,0,0
ÃÌ½º·¯¿î ±×µé,3. ±Ö,4,9249,9.5,135,99,22,0,14.596173,10.70386,36.36363636,4.545454545,1,0,0,1,1,0,0,0,0,0,0,0,0
ÃÌ½º·¯¿î ±×µé,4. º®È­ ÀÛ¾÷,5,8609,9.71,124,98,31,0,14.403531,11.383436,58.06451613,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÇÑÁöºØ »õ°¡Á·,³×ÀÌ¹ö °ø¸ðÀü Å»¶ô ÈÄ...,1,22517,9.67,305,214,36,0,13.545321,9.50393,55.55555556,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÇÑÁöºØ »õ°¡Á·,¾Ö±â¸¶½ºÀÇ ¾Ç¸ù,2,20641,9.67,271,201,18,0,13.129209,9.7379,44.44444444,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÇÑÁöºØ »õ°¡Á·,¾È¹æ¿¡¼­ °ÔÀÓÇÏ±â,3,16300,9.62,232,170,16,0,14.233129,10.429448,43.75,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÇÑÁöºØ »õ°¡Á·,Àú³á¸Þ´º °í¸£±â,4,13226,9.62,237,155,18,0,17.91925,11.719341,33.33333333,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÇÑÁöºØ »õ°¡Á·,³¯¶ó¸® µîÀå!,5,11921,9.58,192,155,13,0,16.106031,13.002265,46.15384615,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÀÏ»ó°ß¹®·Ï,#1 [¿ìÁîº£Å°½ºÅº] »ç¸¶¸£Ä­Æ®·Î °¡´Â ±æ,1,38721,9.85,401,199,29,0,10.356137,5.13933,82.75862069,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ÀÏ»ó°ß¹®·Ï,"#2 [¿ìÁîº£Å°½ºÅº] »ç¸¶¸£Ä­Æ®, Àåº¸·¯ ³ª¿Ô¾î¿ä~",2,24574,9.84,302,151,8,0,12.289412,6.144706,62.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ÀÏ»ó°ß¹®·Ï,#3 [¿ìÁîº£Å°½ºÅº] °¡±î¿î °ÍµéÀÇ ¼ÒÁßÇÔ,3,21179,9.84,284,141,11,0,13.409509,6.657538,36.36363636,9.090909091,1,0,0,1,0,0,0,0,0,0,0,0,0
ÀÏ»ó°ß¹®·Ï,#4 [¿ìÁîº£Å°½ºÅº] ´Ù¸¶½º ¹ö½º Å¸¿ä~,4,18990,9.88,240,121,7,0,12.638231,6.371775,42.85714286,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ÀÏ»ó°ß¹®·Ï,#5 [Å°¸£±â½º½ºÅº] ´àÀº µí ´Ù¸¥ ³ª¶ó,5,18501,9.9,234,117,8,0,12.647965,6.323982,12.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ÁúÁÖ,0È­,1,13845,9.78,128,135,24,0,9.245215,9.750813,70.83333333,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ÁúÁÖ,1È­,2,9556,9.89,81,108,15,0,8.47635,11.3018,73.33333333,6.666666667,0,0,1,0,0,1,1,0,0,0,0,0,0
ÁúÁÖ,2È­,3,8085,9.9,91,108,13,0,11.255411,13.358071,53.84615385,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ÁúÁÖ,3È­,4,7364,9.76,76,96,9,0,10.320478,13.036393,66.66666667,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ÁúÁÖ,4È­,5,6617,9.5,64,86,11,0,9.672057,12.996826,27.27272727,9.090909091,0,0,1,0,0,1,1,0,0,0,0,0,0
´ç½ÅÀÇ ¾µ¸ð,1È­,1,26272,9.69,204,134,31,0,7.764921,5.100487,64.51612903,0,0,0,1,0,0,1,0,0,0,1,0,0,0
´ç½ÅÀÇ ¾µ¸ð,2È­,2,13954,9.64,167,102,11,0,11.967895,7.309732,72.72727273,9.090909091,0,0,1,0,0,1,0,0,0,1,0,0,0
´ç½ÅÀÇ ¾µ¸ð,3È­,3,11739,9.56,159,93,18,0,13.544595,7.92231,44.44444444,5.555555556,0,0,1,0,0,1,0,0,0,1,0,0,0
´ç½ÅÀÇ ¾µ¸ð,4È­,4,10904,9.58,156,91,13,0,14.306676,8.345561,61.53846154,0,0,0,1,0,0,1,0,0,0,1,0,0,0
´ç½ÅÀÇ ¾µ¸ð,5È­- º£½ºÆ®µµÀü ½Â°Ý °¨»çµå¸³´Ï´Ù!,5,10341,9.62,170,87,23,0,16.439416,8.413113,39.13043478,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ºÒ¼ÕÇÑ Ä£±¸µé,1È­ ºÒ¼ÕÇÑ Ä£±¸µé,1,14676,9.67,169,81,19,0,11.515399,5.519215,68.42105263,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ºÒ¼ÕÇÑ Ä£±¸µé,2È­ ºÒ°¡»çÀÇÇÑ ¸¸³²,2,11573,9.66,161,90,32,0,13.911691,7.776722,65.625,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ºÒ¼ÕÇÑ Ä£±¸µé,3È­ ±×ÀÇ °ú¿Ü,3,9883,9.75,181,85,13,0,18.314277,8.600627,84.61538462,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ºÒ¼ÕÇÑ Ä£±¸µé,4È­ Ã³À½ µè´Â ¾ê±âÀÎ°É,4,9413,9.78,170,72,17,0,18.06013,7.648996,70.58823529,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ºÒ¼ÕÇÑ Ä£±¸µé,5È­ °ËÀº °³,5,8995,9.74,148,72,13,0,16.453585,8.004447,69.23076923,0,1,0,0,1,1,0,0,0,0,0,0,0,0
´õ ¸®ÅÏ,ÇÁ·Ñ·Î±×,1,66984,9.4,245,306,53,0,3.65759,4.568255,33.96226415,1.886792453,0,0,1,0,0,1,0,1,0,0,0,0,0
´õ ¸®ÅÏ,1È­-¼ÒÁßÇÑ Á¸Àç,2,26002,9.44,177,173,19,0,6.807169,6.653334,42.10526316,5.263157895,0,0,1,0,0,1,0,1,0,0,0,0,0
´õ ¸®ÅÏ,2È­-Á¶¿ëÈ÷ Á» ÇÒ·¡?,3,18250,9.39,133,130,15,0,7.287671,7.123288,20,0,0,0,1,0,0,1,0,1,0,0,0,0,0
´õ ¸®ÅÏ,3È­-Àå³­°¨,4,13393,9.34,122,114,12,0,9.109236,8.511909,50,0,0,0,1,0,0,1,0,1,0,0,0,0,0
´õ ¸®ÅÏ,4È­-»ç°úÇÏ¶ó°í!,5,11642,9.14,115,104,14,0,9.878028,8.933173,14.28571429,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Âñ·¹²É  ±×³Ê¸Ó,¿¹°í,1,33260,9.81,415,208,56,0,12.47745,6.253758,46.42857143,1.785714286,0,0,1,0,0,0,0,0,0,0,0,0,0
Âñ·¹²É  ±×³Ê¸Ó,³ëÀ»,2,21920,9.87,302,115,19,0,13.777372,5.24635,31.57894737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Âñ·¹²É  ±×³Ê¸Ó,ÀÎ¿¬,3,17414,9.81,255,100,22,0,14.64339,5.742506,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Âñ·¹²É  ±×³Ê¸Ó,½Ã·Ã,4,14152,9.82,193,83,13,0,13.637648,5.864895,38.46153846,7.692307692,0,0,1,0,0,0,0,0,0,0,0,0,0
Âñ·¹²É  ±×³Ê¸Ó,¿ì¿¬,5,11369,9.8,184,68,11,0,16.184361,5.981177,36.36363636,18.18181818,0,0,1,0,0,0,0,0,0,0,0,0,0
³ªÀÌÆ®¸Þ¾î,1È­ °Å¹ÌÁÙ¿¡ °É¸° ¹ú·¹ (1),1,955554,9.81,1550,1353,121,0,1.622096,1.415933,25.61983471,3.305785124,0,1,0,0,0,0,0,0,0,0,1,0,0
³ªÀÌÆ®¸Þ¾î,2È­ °Å¹ÌÁÙ¿¡ °É¸° ¹ú·¹ (2) ¿Ï°á,2,626872,9.87,1379,1088,126,0,2.199811,1.735602,33.33333333,7.142857143,0,1,0,0,0,0,0,0,0,0,1,0,0
³ªÀÌÆ®¸Þ¾î,3È­ ºÓÀº µµ½Ã (1),3,572469,9.88,1294,975,90,0,2.260384,1.703149,21.11111111,0,0,1,0,0,0,0,0,0,0,0,1,0,0
³ªÀÌÆ®¸Þ¾î,4È­ ºÓÀº µµ½Ã (2),4,493590,9.88,1172,960,36,0,2.37444,1.944934,13.88888889,8.333333333,0,1,0,0,0,0,0,0,0,0,1,0,0
³ªÀÌÆ®¸Þ¾î,5È­ ºÓÀº µµ½Ã (3),5,480679,9.88,1160,941,48,0,2.413253,1.957647,37.5,4.166666667,0,1,0,0,0,0,0,0,0,0,1,0,0
µ§Å¥,°øÁö,1,413640,9.4,2089,1456,2394,0,5.050285,3.519969,25.02088555,1.378446115,0,0,1,0,0,1,1,0,0,0,0,0,0
ºÐÈ«ºÐÈ«ÇØ,1È­,1,767362,9.84,1990,1651,105,0,2.5933,2.151527,33.33333333,1.904761905,0,0,1,0,0,0,0,0,1,1,0,0,0
ºÐÈ«ºÐÈ«ÇØ,2È­,2,608197,9.8,1751,1302,82,0,2.879001,2.140754,25.6097561,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ºÐÈ«ºÐÈ«ÇØ,3È­,3,517944,9.82,1646,1159,87,0,3.17795,2.237694,41.37931034,3.448275862,0,0,1,0,0,0,0,0,1,1,0,0,0
ºÐÈ«ºÐÈ«ÇØ,4È­,4,464984,9.82,2116,1326,60,0,4.550694,2.851711,35,5,0,0,1,0,0,0,0,0,1,1,0,0,0
ºÐÈ«ºÐÈ«ÇØ,5È­,5,435761,9.8,1745,1156,61,0,4.004489,2.65283,29.50819672,3.278688525,0,0,1,0,0,0,0,0,1,1,0,0,0
Å×ÀÌÄ¿,ÇÁ·Ñ·Î±×,1,955969,9.63,1718,1313,214,0,1.797129,1.373475,44.39252336,3.738317757,0,0,1,0,0,0,1,0,0,0,1,0,0
Å×ÀÌÄ¿,1È­ ´ë·Ã,2,993817,9.69,1692,1347,151,0,1.702527,1.35538,38.41059603,3.311258278,0,0,1,0,0,0,1,0,0,0,1,0,0
Å×ÀÌÄ¿,2È­ ÇÐ±³,3,905955,9.7,1498,1199,104,0,1.653504,1.323465,25.96153846,5.769230769,0,0,1,0,0,0,1,0,0,0,1,0,0
Å×ÀÌÄ¿,3È­ ÇÐ»ýÀÌ µÇ´Â ¹ý,4,814972,9.72,1943,1161,82,0,2.384131,1.424589,32.92682927,9.756097561,0,0,1,0,0,0,1,0,0,0,1,0,0
Å×ÀÌÄ¿,4È­ ÁöÇÏ°ÝÅõÀå (1),5,773907,9.73,1440,1048,51,0,1.860689,1.354168,25.49019608,3.921568627,0,0,1,0,0,0,1,0,0,0,1,0,0
±«±«±«±«±«,0 ¿¹°í,1,509049,9.86,1212,472,58,0,2.38091,0.927219,32.75862069,5.172413793,0,1,0,0,0,1,0,0,0,0,1,0,0
±«±«±«±«±«,1 °¡À§,2,725808,9.76,1474,596,83,0,2.03084,0.821154,32.53012048,2.409638554,0,1,0,0,0,1,0,0,0,0,1,0,0
±«±«±«±«±«,2 ½ºÅäÄ¿,3,653144,9.85,1531,563,61,0,2.344047,0.861984,24.59016393,1.639344262,0,1,0,0,0,1,0,0,0,0,1,0,0
±«±«±«±«±«,3 ¼ºÇü¿Ü°ú,4,648052,9.69,1893,605,76,0,2.921062,0.933567,27.63157895,3.947368421,0,1,0,0,0,1,0,0,0,0,1,0,0
±«±«±«±«±«,4 µµ¾à,5,586490,9.53,1410,485,75,0,2.404133,0.826954,22.66666667,6.666666667,0,1,0,0,0,1,0,0,0,0,1,0,0
"Àß°¡, ÁÁÀº ¾ÆÄ§ÀÌ¾ß",.,1,669897,9.86,2844,2212,1053,0,4.245429,3.302,44.44444444,2.374169041,0,0,1,0,0,0,0,0,1,1,0,0,0
"Àß°¡, ÁÁÀº ¾ÆÄ§ÀÌ¾ß",.,2,667597,9.86,2777,2095,0,0,4.159695,3.138121,41.00113445,1.364600941,0,0,1,0,0,0,0,0,1,1,0,0,0
"Àß°¡, ÁÁÀº ¾ÆÄ§ÀÌ¾ß",.,3,614160,9.87,2670,2038,0,0,4.347401,3.318354,41.00113445,1.364600941,0,0,1,0,0,0,0,0,1,1,0,0,0
"Àß°¡, ÁÁÀº ¾ÆÄ§ÀÌ¾ß",.,4,594331,9.85,2441,1900,0,0,4.107139,3.196872,41.00113445,1.364600941,0,0,1,0,0,0,0,0,1,1,0,0,0
"Àß°¡, ÁÁÀº ¾ÆÄ§ÀÌ¾ß",.,5,652188,9.87,3311,2784,0,0,5.076757,4.268708,41.00113445,1.364600941,0,0,1,0,0,0,0,0,1,1,0,0,0
»çÀûÀÎ °Å¸®,1. ÀßÇÏ´Â°Ç ¾Æ´Ñµ¥ Æ÷±âÇÏÁø ¾ÊÀ»²¨¾ß,1,650228,9.89,2190,1783,185,0,3.368049,2.742115,50.81081081,3.243243243,1,0,0,0,1,0,0,0,1,0,0,0,0
»çÀûÀÎ °Å¸®,2. ¹ÝÀåÇÏ´Â¼Ò¸® Á¶±Ý¸¸ ÀÛ°Ô..,2,525662,9.88,2007,1354,158,0,3.818043,2.5758,53.79746835,5.696202532,1,0,0,0,1,0,0,0,1,0,0,0,0
»çÀûÀÎ °Å¸®,3. ÄôÂ¦ÄôÂ¦ÄôÂ¥ÀÛÄôÂ¦²á,3,561782,9.88,1878,1279,182,0,3.342934,2.276684,47.8021978,1.648351648,1,0,0,0,1,0,0,0,1,0,0,0,0
»çÀûÀÎ °Å¸®,4. ´Ï°¡³¤·»Áî°¡ Äá±ïÁö¶ó¼­ ´ÙÇàÀÌ¾ß..,4,536622,9.86,1926,1299,212,0,3.589119,2.420698,41.98113208,7.547169811,1,0,0,0,1,0,0,0,1,0,0,0,0
»çÀûÀÎ °Å¸®,5. ¤·¤µx,5,499694,9.88,1772,1213,195,0,3.54617,2.427486,50.25641026,1.538461538,1,0,0,0,1,0,0,0,1,0,0,0,0
Æ®¶ó¿ì¸¶,1È­,1,541220,9.78,10389,3850,959,0,19.195521,7.113558,39.20750782,2.919708029,0,0,1,0,0,0,0,1,1,0,0,0,0
Æ®¶ó¿ì¸¶,2È­,2,352336,9.83,10616,3418,766,0,30.13033,9.700967,45.03916449,2.610966057,0,0,1,0,0,0,0,1,1,0,0,0,0
Æ®¶ó¿ì¸¶,3È­,3,336061,9.83,9618,3050,634,0,28.619804,9.075733,38.64353312,2.681388013,0,0,1,0,0,0,0,1,1,0,0,0,0
Æ®¶ó¿ì¸¶,4È­,4,317492,9.86,9744,3179,893,0,30.690537,10.012851,39.08174692,1.679731243,0,0,1,0,0,0,0,1,1,0,0,0,0
Æ®¶ó¿ì¸¶,5È­,5,329767,9.88,10795,3412,1785,0,32.735234,10.346699,50.42016807,1.62464986,0,0,1,0,0,0,0,1,1,0,0,0,0
³ª´Â °øÁÖ´Ù,<ÇÁ·Ñ·Î±×>,1,373987,9.69,2626,1524,204,0,7.021634,4.075008,36.76470588,2.450980392,0,0,1,0,0,1,0,0,1,0,0,0,0
³ª´Â °øÁÖ´Ù,<Á¦1È­ : °Å¿ï¼ÓÀ¸·Î>,2,382092,9.61,2233,1215,130,0,5.844142,3.179862,40,7.692307692,0,0,1,0,0,1,0,0,1,0,0,0,0
³ª´Â °øÁÖ´Ù,<Á¦2È­ : ¶×³à¿©¼­ ½½ÇÂgirl>,3,347608,9.73,1984,1200,123,0,5.707579,3.452165,25.20325203,11.38211382,0,0,1,0,0,1,0,0,1,0,0,0,0
³ª´Â °øÁÖ´Ù,<Á¦3È­ : ´«¹°>,4,329993,9.7,1962,1207,167,0,5.945581,3.657653,34.13173653,4.191616766,0,0,1,0,0,1,0,0,1,0,0,0,0
³ª´Â °øÁÖ´Ù,<Á¦4È­ : °ÔÀ¸¸§¹ðÀÌ¼Ò³à>,5,310038,9.73,2041,1216,196,0,6.583064,3.9221,33.67346939,4.081632653,0,0,1,0,0,1,0,0,1,0,0,0,0
µµ´ãµµ´ã,ÇÁ·Ñ·Î±×,1,894219,9.82,6266,2539,550,0,7.007232,2.839349,40.90909091,0.727272727,1,0,0,0,1,1,0,0,0,1,0,0,0
µµ´ãµµ´ã,01.Á¤½Å¾ø´Â¾ÆÄ§,2,661195,9.84,5624,2159,641,0,8.505811,3.2653,60.68642746,2.028081123,1,0,0,0,1,1,0,0,0,1,0,0,0
µµ´ãµµ´ã,"02.ÇÑ,°Ç,¿îÀÌÀÇÇÏ·ç",3,557392,9.88,4939,1991,302,0,8.860909,3.571992,53.64238411,0.331125828,1,0,0,0,1,1,0,0,0,1,0,0,0
µµ´ãµµ´ã,03.ÁØÀÌ¿Í ÇÏ¿øÀÌÀÇ ÇÏ·ç,4,521427,9.88,4968,1843,416,0,9.5277,3.534531,62.74038462,1.682692308,1,0,0,0,1,1,0,0,0,1,0,0,0
µµ´ãµµ´ã,04.ÀÌ°Ç °øÀÌ ¾Æ´Ï¶ó....,5,473669,9.89,4173,1695,321,0,8.80995,3.578448,29.59501558,3.115264798,1,0,0,0,1,1,0,0,0,1,0,0,0
±× Áß¿¡ ³ª´Â ¾ø¾ú´Ù,1È­,1,820510,9.87,2045,1560,79,0,2.492352,1.901257,46.83544304,0,1,0,0,1,0,0,0,0,1,0,0,0,0
±× Áß¿¡ ³ª´Â ¾ø¾ú´Ù,2È­,2,658767,9.91,1803,1152,37,0,2.736931,1.748721,43.24324324,2.702702703,1,0,0,1,0,0,0,0,1,0,0,0,0
±× Áß¿¡ ³ª´Â ¾ø¾ú´Ù,3È­,3,570570,9.91,1769,1101,89,0,3.100408,1.929649,39.3258427,2.247191011,1,0,0,1,0,0,0,0,1,0,0,0,0
±× Áß¿¡ ³ª´Â ¾ø¾ú´Ù,4È­,4,547079,9.91,1730,1053,77,0,3.162249,1.924768,49.35064935,6.493506494,1,0,0,1,0,0,0,0,1,0,0,0,0
±× Áß¿¡ ³ª´Â ¾ø¾ú´Ù,5È­,5,524231,9.89,1698,1024,34,0,3.23903,1.953337,58.82352941,0,1,0,0,1,0,0,0,0,1,0,0,0,0
³» ÇÐ»ýÀÌ ½ÎÀÌÄÚÆÐ½ºÀÏ ¸®°¡ ¾ø¾î,°Ë»ö,1,430633,9.84,3060,1174,228,0,7.105819,2.726219,48.24561404,3.50877193,1,0,0,1,0,0,0,0,0,0,0,0,0
³» ÇÐ»ýÀÌ ½ÎÀÌÄÚÆÐ½ºÀÏ ¸®°¡ ¾ø¾î,¸í¿Õ¼º,2,452139,9.84,2646,945,180,0,5.852183,2.090065,57.77777778,1.111111111,1,0,0,1,0,0,0,0,0,0,0,0,0
³» ÇÐ»ýÀÌ ½ÎÀÌÄÚÆÐ½ºÀÏ ¸®°¡ ¾ø¾î,È¤Àº,3,350471,9.86,2894,1022,217,0,8.257459,2.916076,80.64516129,0.921658986,1,0,0,1,0,0,0,0,0,0,0,0,0
³» ÇÐ»ýÀÌ ½ÎÀÌÄÚÆÐ½ºÀÏ ¸®°¡ ¾ø¾î,³» ÇÐ»ýÀÌ ½ÎÀÌÄÚÆÐ½ºÀÏ ¸®°¡ ¾ø¾î,4,334809,9.86,2522,904,203,0,7.532653,2.700047,51.23152709,1.477832512,1,0,0,1,0,0,0,0,0,0,0,0,0
³» ÇÐ»ýÀÌ ½ÎÀÌÄÚÆÐ½ºÀÏ ¸®°¡ ¾ø¾î,·¹Áø ÄÚ¹Í½º¿¡¼­,5,346935,9.88,2803,957,287,0,8.079323,2.758442,47.03832753,2.787456446,1,0,0,1,0,0,0,0,0,0,0,0,0
GIMS,ÇÁ·Ñ·Î±×,1,906826,9.86,4992,2908,324,0,5.504915,3.206789,44.44444444,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GIMS,±ÇÅÂ±â,2,908868,9.88,5528,3038,223,0,6.082291,3.34262,38.56502242,0.896860987,0,1,0,1,0,0,0,0,0,0,0,0,0
GIMS,³²ÀÚÄ£±¸,3,838660,9.9,5753,3117,225,0,6.859752,3.716643,38.66666667,0.444444444,0,1,0,1,0,0,0,0,0,0,0,0,0
GIMS,²Éº¸´Ù ½ÅÈ£µî  - 1,4,775398,9.88,4746,2523,116,0,6.120728,3.253813,35.34482759,0.862068966,0,1,0,1,0,0,0,0,0,0,0,0,0
GIMS,²Éº¸´Ù ½ÅÈ£µî - 2 [¿©ÀÚÆí],5,711380,9.86,4432,2388,103,0,6.230144,3.356856,26.21359223,1.941747573,0,1,0,1,0,0,0,0,0,0,0,0,0
¾²·¹±â ¸ÓÇÐ»ý,ÇÁ·Ñ·Î±×,1,212069,9.83,1933,1004,161,0,9.114958,4.734308,42.23602484,0.621118012,1,0,0,1,1,0,0,0,0,0,0,0,0
¾²·¹±â ¸ÓÇÐ»ý,01È­,2,197470,9.86,1491,855,66,0,7.550514,4.329772,42.42424242,1.515151515,1,0,0,1,1,0,0,0,0,0,0,0,0
¾²·¹±â ¸ÓÇÐ»ý,02È­,3,150723,9.9,1274,703,64,0,8.452592,4.664185,35.9375,0,1,0,0,1,1,0,0,0,0,0,0,0,0
¾²·¹±â ¸ÓÇÐ»ý,03È­,4,129466,9.89,1280,655,27,0,9.886766,5.059243,29.62962963,0,1,0,0,1,1,0,0,0,0,0,0,0,0
¾²·¹±â ¸ÓÇÐ»ý,04È­,5,119028,9.9,1241,612,45,0,10.426118,5.141647,42.22222222,4.444444444,1,0,0,1,1,0,0,0,0,0,0,0,0
³ª¸¦ ±ú¿ì·¯ ¿Â,1È­,1,137613,9.88,746,242,42,0,5.420999,1.758555,35.71428571,2.380952381,0,0,1,0,0,1,0,0,0,0,0,0,0
³ª¸¦ ±ú¿ì·¯ ¿Â,2È­,2,104692,9.93,748,216,38,0,7.144768,2.063195,44.73684211,0,0,0,1,0,0,1,0,0,0,0,0,0,0
³ª¸¦ ±ú¿ì·¯ ¿Â,3È­,3,96267,9.9,669,198,28,0,6.949422,2.05678,42.85714286,0,0,0,1,0,0,1,0,0,0,0,0,0,0
³ª¸¦ ±ú¿ì·¯ ¿Â,4È­,4,89213,9.91,839,238,76,0,9.404459,2.667773,43.42105263,1.315789474,0,0,1,0,0,1,0,0,0,0,0,0,0
³ª¸¦ ±ú¿ì·¯ ¿Â,5È­,5,64725,9.89,583,172,71,0,9.007339,2.657397,26.76056338,2.816901408,0,0,1,0,0,1,0,0,0,0,0,0,0
Çö¾Ç 4ÁßÁÖ - Äâ¸£ÅÝ,1È­,1,76150,9.71,643,194,114,0,8.443861,2.547603,27.19298246,0.877192982,0,0,1,0,0,1,0,1,0,0,0,0,0
È¥ÀÚ»ç´Â¿©ÀÚ,ÇÁ·Ñ·Î±×,1,490000,9.87,1972,1449,55,0,4.02449,2.957143,52.72727273,0,1,0,0,1,1,0,0,0,0,0,0,0,0
È¥ÀÚ»ç´Â¿©ÀÚ,1.¿¹¹¦´Â,2,453350,9.9,1833,1285,45,0,4.043234,2.834455,35.55555556,4.444444444,1,0,0,1,1,0,0,0,0,0,0,0,0
È¥ÀÚ»ç´Â¿©ÀÚ,2.È¥ÀÚ¼­,3,407940,9.91,1703,1041,43,0,4.174634,2.551846,27.90697674,16.27906977,1,0,0,1,1,0,0,0,0,0,0,0,0
È¥ÀÚ»ç´Â¿©ÀÚ,3.°ÔÀ¸¸£°Ô,4,369282,9.87,1602,1026,40,0,4.338148,2.778365,20,5,1,0,0,1,1,0,0,0,0,0,0,0,0
È¥ÀÚ»ç´Â¿©ÀÚ,4.ÀÇ¹Ì¾øÀÌ,5,341164,9.88,1504,962,33,0,4.408437,2.819758,36.36363636,6.060606061,1,0,0,1,1,0,0,0,0,0,0,0,0
Æ¼¾È,ÇÁ·Ñ·Î±×-°ËÀº µµ±úºñ,1,128484,9.84,718,322,58,0,5.588244,2.506149,34.48275862,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Æ¼¾È,1È­-±â´Ù¸®·¨Áö!,2,132256,9.89,615,282,98,0,4.650073,2.132228,40.81632653,1.020408163,0,0,1,0,0,1,1,0,0,0,0,0,0
Æ¼¾È,¿¬Àç°øÁö,3,89757,9.87,288,234,59,0,3.208663,2.607039,47.45762712,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Æ¼¾È,2È­-³×±×³×·½(1),4,108502,9.91,490,418,91,0,4.516046,3.852464,34.06593407,3.296703297,0,0,1,0,0,1,1,0,0,0,0,0,0
Æ¼¾È,2È­-³×±×³×·½(2),5,66647,9.82,331,79,56,0,4.966465,1.18535,21.42857143,1.785714286,0,0,1,0,0,1,1,0,0,0,0,0,0
½£¼ÓÀÇ ¼º,ÇÁ·Ñ·Î±×,1,194433,9.82,3265,538,322,0,16.792417,2.76702,28.88198758,3.416149068,0,0,1,0,0,1,0,0,1,0,0,0,0
½£¼ÓÀÇ ¼º,1È­,2,139591,9.78,2459,329,175,0,17.615749,2.356885,16.57142857,0.571428571,0,0,1,0,0,1,0,0,1,0,0,0,0
½£¼ÓÀÇ ¼º,2È­,3,76799,9.76,2202,139,235,0,28.672248,1.809919,20.42553191,0,0,0,1,0,0,1,0,0,1,0,0,0,0
½£¼ÓÀÇ ¼º,3È­,4,39053,9.81,2702,92,228,0,69.188027,2.355773,28.94736842,0.438596491,0,0,1,0,0,1,0,0,1,0,0,0,0
½£¼ÓÀÇ ¼º,4È­,5,23558,9.81,2355,61,218,0,99.966041,2.589354,34.86238532,0.458715596,0,0,1,0,0,1,0,0,1,0,0,0,0
ÁÁ¿î³¯,¹æ±¸¿ä°¡,1,214663,9.85,1974,991,124,0,9.195809,4.616538,50.80645161,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÁÁ¿î³¯,¿¹»ÚÁö,2,184360,9.89,1781,818,48,0,9.660447,4.436971,35.41666667,2.083333333,1,0,0,1,1,0,0,0,0,0,0,0,0
ÁÁ¿î³¯,ÄíÆù,3,163786,9.92,1777,813,46,0,10.849523,4.963794,47.82608696,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ÁÁ¿î³¯,ÇØÀå±¹,4,159867,9.92,2083,936,64,0,13.029581,5.854867,42.1875,0,1,0,0,1,1,0,0,0,0,0,0,0,0
