À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,´ñ±Û¼ö ´ëºñ ±àÁ¤´ñ±Û,´ñ±Û¼ö ´ëºñ ºÎÁ¤´ñ±Û,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
²Ü¹ú°ú ¾ÆÄ«½Ã¾Æ,5È­,5,17351,9.81,143,45,25,1,8.2416,2.59351,64,8,1,0,0,0,0,0,0,1,1,0,0,0,0
ºäÆ¼Ç® ±º¹Ù¸®,¿¹°íÆí,1,49998,9.61,4989,2189,594,1,99.783991,43.781751,28.11447811,2.693602694,0,0,1,0,0,0,0,1,0,0,0,0,0
ºäÆ¼Ç® ±º¹Ù¸®,1È­,2,46316,9.64,5817,1969,1291,1,125.593747,42.512307,28.73741286,3.872966692,0,0,1,0,0,0,0,1,0,0,0,0,0
ºäÆ¼Ç® ±º¹Ù¸®,2È­,3,28503,9.62,4571,1650,776,1,160.369084,57.888643,32.73195876,2.190721649,0,0,1,0,0,0,0,1,0,0,0,0,0
ºäÆ¼Ç® ±º¹Ù¸®,3È­,4,16997,9.62,4875,1898,1157,1,286.81532,111.666765,30.85566119,3.19792567,0,0,1,0,0,0,0,1,0,0,0,0,0
ºäÆ¼Ç® ±º¹Ù¸®,4È­,5,8331,9.75,4613,1659,1461,1,553.71504,199.135758,24.98288843,4.996577687,0,0,1,0,0,0,0,1,0,0,0,0,0
³ª´Â ±Í¸Ó°Å¸®´Ù,0,1,141697,9.86,3024,1309,87,1,21.341313,9.238022,68.96551724,0,1,0,0,1,0,0,0,0,0,0,0,0,0
³ª´Â ±Í¸Ó°Å¸®´Ù,1,2,90617,9.87,3182,1127,53,1,35.114824,12.43696,52.83018868,0,1,0,0,1,0,0,0,0,0,0,0,0,0
³ª´Â ±Í¸Ó°Å¸®´Ù,2,3,47353,9.88,3729,1484,87,1,78.74897,31.339092,52.87356322,0,1,0,0,1,0,0,0,0,0,0,0,0,0
³ª´Â ±Í¸Ó°Å¸®´Ù,3,4,18753,9.87,3277,1051,74,1,174.745374,56.044366,55.40540541,1.351351351,1,0,0,1,0,0,0,0,0,0,0,0,0
³ª´Â ±Í¸Ó°Å¸®´Ù,4,5,8269,9.9,3821,1334,87,1,462.087314,161.325432,37.93103448,1.149425287,1,0,0,1,0,0,0,0,0,0,0,0,0
À©µåºê·¹ÀÌÄ¿,00È­ [ÇÁ·Ñ·Î±×],1,60822,9.72,2899,155,478,1,47.663674,2.54842,44.76987448,1.882845188,0,0,1,0,0,0,0,1,0,0,0,0,1
À©µåºê·¹ÀÌÄ¿,01È­,2,73192,9.72,3034,187,416,1,41.452618,2.554924,45.43269231,2.403846154,0,0,1,0,0,0,0,1,0,0,0,0,1
À©µåºê·¹ÀÌÄ¿,02È­,3,48005,9.73,2783,56,376,1,57.973128,1.166545,51.59574468,1.595744681,0,0,1,0,0,0,0,1,0,0,0,0,1
À©µåºê·¹ÀÌÄ¿,03È­,4,28368,9.76,2722,53,461,1,95.953187,1.868302,46.4208243,1.518438178,0,0,1,0,0,0,0,1,0,0,0,0,1
À©µåºê·¹ÀÌÄ¿,04È­,5,21810,9.81,2915,40,598,1,133.654287,1.834021,52.67558528,1.505016722,0,0,1,0,0,0,0,1,0,0,0,0,1
ÀÌ·± ¿µ¿õÀº ½È¾î,ÇÁ·Ñ·Î±×,1,90722,9.68,4056,390,714,1,44.708009,4.298847,81.79271709,0.56022409,0,1,0,0,0,0,0,0,0,0,0,0,0
ÀÌ·± ¿µ¿õÀº ½È¾î,1.Ã¹ µ¿·á,2,60194,9.65,3642,176,535,1,60.504369,2.923879,77.38317757,0.560747664,0,1,0,0,0,0,0,0,0,0,0,0,0
ÀÌ·± ¿µ¿õÀº ½È¾î,2.°³ ÀÎ°£,3,32516,9.63,3387,95,487,1,104.164104,2.921639,70.22587269,0.821355236,0,1,0,0,0,0,0,0,0,0,0,0,0
ÀÌ·± ¿µ¿õÀº ½È¾î,3.½È´Ù¸é ¾îÂ¿°Çµ¥? ÀÌ·²°Ì´Ï´Ù,4,15676,9.66,3618,73,760,1,230.798673,4.6568,85.26315789,0.263157895,0,1,0,0,0,0,0,0,0,0,0,0,0
ÀÌ·± ¿µ¿õÀº ½È¾î,4. ²À º¸¿©ÁÖ±â ½ÈÀº Àå¸éÀ» µéÅ°Áö,5,10397,9.66,3337,73,592,1,320.957969,7.021256,67.90540541,1.013513514,0,1,0,0,0,0,0,0,0,0,0,0,0
<Áö±Ý¿ì¸®ÇÐ±³´Â>,Á¦1È­ <¿©´À¶§Ã³·³..>,1,103176,9.58,848,185,305,1,8.218966,1.793053,48.19672131,0.327868852,0,0,1,0,0,0,0,0,0,0,0,0,0
<Áö±Ý¿ì¸®ÇÐ±³´Â>,Á¦2È­ <1±³½Ã.. ±×¸®°í ¼Ò¹®>,2,61950,9.64,511,127,189,1,8.248588,2.05004,30.15873016,1.587301587,0,0,1,0,0,0,0,0,0,0,0,0,0
<Áö±Ý¿ì¸®ÇÐ±³´Â>,Á¦3È­ <2±³½ÃÀÇ ¹æ¹®ÀÚ>,3,30903,9.71,426,32,162,1,13.785069,1.035498,27.77777778,5.555555556,0,0,1,0,0,0,0,0,0,0,0,0,0
<Áö±Ý¿ì¸®ÇÐ±³´Â>,Á¦4È­ <±×³àÀÇ »ç°Ç>,4,18275,9.62,413,20,151,1,22.599179,1.094391,31.12582781,0.662251656,0,0,1,0,0,0,0,0,0,0,0,0,0
<Áö±Ý¿ì¸®ÇÐ±³´Â>,Á¦5È­ <±×³àÀÇ »óÈ²´ëÃ³¹ý>,5,12730,9.57,424,15,181,1,33.307148,1.178319,31.49171271,1.104972376,0,0,1,0,0,0,0,0,0,0,0,0,0
È£¶ûÀÌÇü´Ô,1È­ »ê±º(ß£ÏÖ). »êÀÇ ¿Õ,1,78790,9.85,2227,822,359,1,28.265008,10.432796,49.5821727,1.39275766,0,0,1,0,0,1,0,0,0,0,0,1,0
È£¶ûÀÌÇü´Ô,2È­  Ã¢±ÍÈ£(ûÛ)ÀÇ ½À°Ý,2,44273,9.86,1615,503,204,1,36.478215,11.361326,47.54901961,0.980392157,0,0,1,0,0,1,0,0,0,0,0,1,0
È£¶ûÀÌÇü´Ô,3È­ ¹ü»óÄ¡¾ÊÀº ¼Ò³â,3,26050,9.84,1173,336,87,1,45.028791,12.898273,40.22988506,2.298850575,0,0,1,0,0,1,0,0,0,0,0,1,0
È£¶ûÀÌÇü´Ô,4È­ ¹«Ä¿ÀÇ ºÐ³ë(1ºÎ),4,14750,9.85,979,272,45,1,66.372881,18.440678,24.44444444,0,0,0,1,0,0,1,0,0,0,0,0,1,0
È£¶ûÀÌÇü´Ô,4È­ ¹«Ä¿ÀÇ ºÐ³ë(2ºÎ),5,8875,9.86,1124,294,99,1,126.647887,33.126761,37.37373737,0,0,0,1,0,0,1,0,0,0,0,0,1,0
¹°·¹,ÇÁ·Ñ·Î±×,1,28558,9.53,248,110,61,1,8.684082,3.85181,65.57377049,1.639344262,0,0,1,1,0,0,0,1,0,0,0,0,0
¹°·¹,1È­,2,24259,9.66,190,81,29,1,7.832145,3.338967,62.06896552,3.448275862,0,0,1,1,0,0,0,1,0,0,0,0,0
¹°·¹,2È­,3,16414,9.54,155,70,29,1,9.443158,4.264652,55.17241379,0,0,0,1,1,0,0,0,1,0,0,0,0,0
¹°·¹,3È­,4,15454,8.52,149,60,24,1,9.641517,3.88249,58.33333333,0,0,0,1,1,0,0,0,1,0,0,0,0,0
¹°·¹,4È­,5,12932,9.61,117,52,19,1,9.047324,4.021033,47.36842105,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ÈÄ´ú´ú´ú ³²±ØÀüÀÚ,#1,1,22465,9.78,166,68,17,1,7.389272,3.026931,58.82352941,5.882352941,0,1,0,1,1,0,0,0,0,0,0,0,0
ÈÄ´ú´ú´ú ³²±ØÀüÀÚ,#2,2,17478,9.78,129,50,10,1,7.380707,2.860739,80,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ÈÄ´ú´ú´ú ³²±ØÀüÀÚ,#3,3,15842,9.76,119,49,7,1,7.511678,3.093044,42.85714286,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ÈÄ´ú´ú´ú ³²±ØÀüÀÚ,#4,4,14584,9.93,128,50,10,1,8.776742,3.428415,80,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ÈÄ´ú´ú´ú ³²±ØÀüÀÚ,#5. Å©¸®½º¸¶½º D-5,5,14369,9.85,121,42,10,1,8.420906,2.922959,50,0,0,1,0,1,1,0,0,0,0,0,0,0,0
½´ÆÛ ½ÃÅ©¸´,01. ¾È³çÇÏ¼¼¿ä ÀÌ¿ô»çÃÌÀÔ´Ï´Ù,1,39268,9.84,1486,488,70,1,37.842518,12.427422,54.28571429,0,0,0,1,1,0,1,0,0,0,0,0,0,0
½´ÆÛ ½ÃÅ©¸´,02. ¾ö¸¶°°Àº,2,22193,9.83,1508,389,59,1,67.949353,17.528049,55.93220339,0,0,0,1,1,0,1,0,0,0,0,0,0,0
½´ÆÛ ½ÃÅ©¸´,03. ¾î¶»°Ô »ý°¢ÇØ,3,13132,9.85,1367,352,52,1,104.096863,26.804752,61.53846154,0,0,0,1,1,0,1,0,0,0,0,0,0,0
½´ÆÛ ½ÃÅ©¸´,04. ¸¶ÁÖÄ§,4,8764,9.85,1353,336,51,1,154.381561,38.338658,56.8627451,0,0,0,1,1,0,1,0,0,0,0,0,0,0
½´ÆÛ ½ÃÅ©¸´,05. Á¦¾È,5,6808,9.84,1334,330,30,1,195.945946,48.472385,50,0,0,0,1,1,0,1,0,0,0,0,0,0,0
¾ÆÀÌ°í¾ÆÀÌ°í,ÇÁ·Ñ·Î±×,1,21084,8.74,150,53,30,1,7.1144,2.513755,86.66666667,0,0,0,1,0,0,0,0,1,0,1,0,0,0
¾ÆÀÌ°í¾ÆÀÌ°í,1È­,2,18561,7.85,96,29,14,1,5.172135,1.562416,28.57142857,0,0,0,1,0,0,0,0,1,0,1,0,0,0
¾ÆÀÌ°í¾ÆÀÌ°í,2È­,3,9397,7.86,80,20,9,1,8.513355,2.128339,44.44444444,0,0,0,1,0,0,0,0,1,0,1,0,0,0
¾ÆÀÌ°í¾ÆÀÌ°í,3È­,4,5026,8.16,74,20,8,1,14.723438,3.979308,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0
¾ÆÀÌ°í¾ÆÀÌ°í,4È­,5,3686,7.85,67,16,7,1,18.176886,4.340749,57.14285714,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Ãµ³â±¸¹ÌÈ£,ÇÁ·Ñ·Î±×,1,25568,9.59,2581,112,493,1,100.946496,4.380476,54.56389452,1.014198783,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãµ³â±¸¹ÌÈ£,1È­ ±Í½Å»ê,2,24354,9.75,3886,81,928,1,159.563111,3.325942,59.26724138,1.831896552,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãµ³â±¸¹ÌÈ£,2È­ Á·ÀÚ,3,14348,9.75,3550,45,808,1,247.421243,3.136326,47.52475248,1.237623762,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãµ³â±¸¹ÌÈ£,3È­ - È¸»ó(1),4,8389,9.72,3017,30,600,1,359.637621,3.576112,47.33333333,2.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãµ³â±¸¹ÌÈ£,4È­-È¸»ó(2),5,4862,9.78,2843,24,741,1,584.738791,4.93624,62.75303644,1.484480432,0,0,1,0,0,0,0,0,0,0,0,0,0
³ªÀÌÆ®·±(knight run) °íÈ­Áú ¸®Å×ÀÌÅ©,³ªÀÌÆ®·±(knight) 1È­ '°íÇâ¿¡ µ¹¾Æ¿À´Ù.',1,38916,9.73,1708,139,111,1,43.889403,3.571796,52.25225225,0.900900901,0,0,1,0,0,0,0,0,0,0,0,0,0
³ªÀÌÆ®·±(knight run) °íÈ­Áú ¸®Å×ÀÌÅ©,³ªÀÌÆ®·± 2È­ 'µµµÏ°í¾çÀÌ',2,15834,9.7,1600,103,69,1,101.048377,6.504989,34.7826087,2.898550725,0,0,1,0,0,0,0,0,0,0,0,0,0
³ªÀÌÆ®·±(knight run) °íÈ­Áú ¸®Å×ÀÌÅ©,³ªÀÌÆ®·± 3È­ 'ÀÌÀ¯',3,12236,9.74,1510,78,70,1,123.406342,6.374632,47.14285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0
³ªÀÌÆ®·±(knight run) °íÈ­Áú ¸®Å×ÀÌÅ©,³ªÀÌÆ®·± 4È­ 'ÁýÁöÅ°´Â °³µé°ú ¿µÈ¥¾ø´Â °íÃ¶ÀÇ ½áÄ¿½º',4,11379,9.76,1469,82,84,1,129.09746,7.206257,46.42857143,1.19047619,0,0,1,0,0,0,0,0,0,0,0,0,0
³ªÀÌÆ®·±(knight run) °íÈ­Áú ¸®Å×ÀÌÅ©,³ªÀÌÆ®·± 5È­ '¼Òµå´í½Ì',5,12755,9.81,1719,107,91,1,134.770678,8.388867,39.56043956,1.098901099,0,0,1,0,0,0,0,0,0,0,0,0,0
¾Ð¶ô»ç½º,00 - ¸Å¹Ì,1,17116,9.56,81,35,13,1,4.732414,2.04487,30.76923077,0,0,0,1,1,0,0,0,0,0,0,1,0,0
¾Ð¶ô»ç½º,¿¬ÀçÇùÀÇÁß,2,11668,9.53,62,16,33,1,5.313678,1.371272,33.33333333,3.03030303,0,0,1,1,0,0,0,0,0,0,1,0,0
¾Ð¶ô»ç½º,¿¬ÀçÇùÀÇÁß,3,6984,9.65,60,13,0,1,8.591065,1.861397,41.00113445,1.364600941,0,0,1,1,0,0,0,0,0,0,1,0,0
¾Ð¶ô»ç½º,¿¬ÀçÇùÀÇÁß,4,6053,9.32,53,13,0,1,8.755989,2.147695,41.00113445,1.364600941,0,0,1,1,0,0,0,0,0,0,1,0,0
¾Ð¶ô»ç½º,¿¬ÀçÇùÀÇÁß,5,6585,9.19,47,13,0,1,7.137434,1.974184,41.00113445,1.364600941,0,0,1,1,0,0,0,0,0,0,1,0,0
Æ®·³ÇÁ,Prologue,1,14481,9.87,9675,50,3884,1,668.116843,3.4528,49.63954686,0.566426365,0,0,1,0,1,1,0,0,0,0,0,0,0
Æ®·³ÇÁ,¸á¸®ÀÇ ´ÙÀÌ¾î¸® Intro,2,8916,9.87,8953,26,3364,1,1004.149843,2.916106,55.43995244,0.891795482,0,0,1,0,1,1,0,0,0,0,0,0,0
Æ®·³ÇÁ,¸á¸®ÀÇ ´ÙÀÌ¾î¸® 01,3,5255,9.87,8157,21,2889,1,1552.235966,3.996194,45.20595362,2.630668051,0,0,1,0,1,1,0,0,0,0,0,0,0
Æ®·³ÇÁ,¸á¸®ÀÇ ´ÙÀÌ¾î¸® 02,4,3831,9.88,6807,16,2261,1,1776.820673,4.176455,37.9478107,2.786377709,0,0,1,0,1,1,0,0,0,0,0,0,0
Æ®·³ÇÁ,¸á¸®ÀÇ ´ÙÀÌ¾î¸® 03,5,3930,9.85,5951,14,3042,1,1514.249364,3.562341,25.14792899,3.25443787,0,0,1,0,1,1,0,0,0,0,0,0,0
°ÝÅõ±âÆ¯¼ºÈ­»ç¸³°í±³ -±ØÁö°í-,-2È­- È¯¿µÀÎ»ç´Â ¾Ç¼ö·Î ÇØ¿ä,1,24425,9.82,1724,35,246,1,70.583419,1.432958,63.00813008,2.032520325,0,0,1,0,0,0,0,0,0,0,0,0,0
°ÝÅõ±âÆ¯¼ºÈ­»ç¸³°í±³ -±ØÁö°í-,-3È­- °ø°ÝÇü ÇÁ·ÎÆ÷Áî,2,16739,9.76,1488,34,588,1,88.894199,2.031185,77.72108844,0.510204082,0,0,1,0,0,0,0,0,0,0,0,0,0
°ÝÅõ±âÆ¯¼ºÈ­»ç¸³°í±³ -±ØÁö°í-,-5È­- ¿©¼ºÀÇ »óÂ¡,3,9777,9.86,1887,7,544,1,193.003989,0.715966,51.83823529,4.595588235,0,0,1,0,0,0,0,0,0,0,0,0,0
°ÝÅõ±âÆ¯¼ºÈ­»ç¸³°í±³ -±ØÁö°í-,-6È­- Á¤º¹ÀÚ ¹ø½Ä¿Õ,4,6767,9.86,1309,8,414,1,193.438747,1.182208,63.52657005,1.449275362,0,0,1,0,0,0,0,0,0,0,0,0,0
°ÝÅõ±âÆ¯¼ºÈ­»ç¸³°í±³ -±ØÁö°í-,-7È­- ¸ðÀÌ½ºÃçÇÑ Àç´É,5,7038,9.84,1497,6,535,1,212.702472,0.852515,60,2.056074766,0,0,1,0,0,0,0,0,0,0,0,0,0
ÇÃ·§´ÙÀÌ¾î¸®,01. ½ºº£NU_¿îµ¿È­¸¦_½ÅÀº_ÇÒ¸Ó´Ï,1,40331,9.87,563,111,87,1,13.959485,2.752225,64.36781609,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ÇÃ·§´ÙÀÌ¾î¸®,02. Ä«·¹»§_½º´Ô,2,21283,9.84,408,85,36,1,19.17023,3.993798,61.11111111,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ÇÃ·§´ÙÀÌ¾î¸®,03. ¾È³ç_³»_ÀÛÀº_Àº»öÂ÷,3,16188,9.86,356,68,36,1,21.991599,4.200642,58.33333333,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ÇÃ·§´ÙÀÌ¾î¸®,04. ³ª¸¸_»©°í_Çàº¹ÇØ_´Ùµé,4,16177,9.74,326,60,30,1,20.152068,3.70897,66.66666667,6.666666667,1,0,0,1,0,0,0,0,0,1,0,0,0
ÇÃ·§´ÙÀÌ¾î¸®,05. °¡Àå_³·Àº_°÷À¸·Î_ÀÓÇÏ½Ã¸ç,5,14463,9.88,315,50,41,1,21.779714,3.457097,58.53658537,0,1,0,0,1,0,0,0,0,0,1,0,0,0
¹®¾Æ(Ùýä²),»çÁ¦ Ã¹¹øÂ° ÀÌ¾ß±â - ¹®¾Æ ÆÒÄ«Æä¿¡¼­ °ø°³Áß,1,18503,9.76,2672,34,773,1,144.409015,1.83754,39.06856404,2.328589909,0,1,0,0,0,0,0,1,0,0,0,1,0
¹®¾Æ(Ùýä²),»çÁ¦ µÎ¹øÂ° ÀÌ¾ß±â - ¹®¾Æ ÆÒÄ«Æä¿¡¼­ °ø°³Áß,2,7381,9.73,2614,30,766,1,354.152554,4.06449,36.5535248,3.394255875,0,1,0,0,0,0,0,1,0,0,0,1,0
¹®¾Æ(Ùýä²),»çÁ¦ ¼¼¹øÂ° ÀÌ¾ß±â - ¹®¾Æ ÆÒÄ«Æä¿¡¼­ °ø°³Áß,3,4230,9.72,2195,13,735,1,518.91253,3.073286,38.36734694,1.496598639,0,1,0,0,0,0,0,1,0,0,0,1,0
¹®¾Æ(Ùýä²),»çÁ¦ ³×¹øÂ° ÀÌ¾ß±â - ¹®¾Æ ÆÒÄ«Æä¿¡¼­ °ø°³Áß,4,3514,9.79,2445,13,540,1,695.788275,3.699488,56.2962963,2.592592593,0,1,0,0,0,0,0,1,0,0,0,1,0
¹®¾Æ(Ùýä²),»çÁ¦ ¸¶Áö¸· ÀÌ¾ß±â - ¹®¾Æ ÆÒÄ«Æä¿¡¼­ °ø°³Áß,5,4658,9.8,2534,9,3290,1,544.010305,1.93216,39.72644377,0.334346505,0,1,0,0,0,0,0,1,0,0,0,1,0
Æò¹üÇÑ 8¹Ý,ÇÁ·Ñ·Î±×_ Æò¹üÇÑ °íµîÇÐ»ý,1,18344,9.66,2038,33,652,1,111.098997,1.798953,42.48466258,0.766871166,0,0,1,0,1,0,0,1,0,0,0,0,0
Æò¹üÇÑ 8¹Ý,01È­_ ¹Ý°©´Ù Ä£±¸¾ß,2,14597,9.71,2307,27,943,1,158.046174,1.849695,36.69141039,0.530222694,0,0,1,0,1,0,0,1,0,0,0,0,0
Æò¹üÇÑ 8¹Ý,02È­_ ¹» ºÁ?!,3,8271,9.75,2305,16,804,1,278.684561,1.93447,44.40298507,0.746268657,0,0,1,0,1,0,0,1,0,0,0,0,0
Æò¹üÇÑ 8¹Ý,"03È­_ ¾È³ç, ÀüÇÐ»ý",4,4987,9.81,2866,10,1166,1,574.694205,2.005214,35.59176672,0.943396226,0,0,1,0,1,0,0,1,0,0,0,0,0
Æò¹üÇÑ 8¹Ý,04È­_ ±ÞÈÆÀÌ ¹ºÁö ¾Æ³ª,5,3590,9.77,2782,7,937,1,774.930362,1.949861,42.04909285,0.747065101,0,0,1,0,1,0,0,1,0,0,0,0,0
¿¬¾ÖÀÇÁ¤·É,ÇÁ·Ñ·Î±×,1,20961,9.81,558,181,51,1,26.620867,8.635084,47.05882353,0,0,0,1,0,1,0,0,0,0,0,0,0,0
¿¬¾ÖÀÇÁ¤·É,1È­ -¿¬¾ÖÀÇÁ¤·É Èü´õÁ¦ÀÌ,2,25548,9.86,523,173,62,1,20.47127,6.771567,54.83870968,0,0,0,1,0,1,0,0,0,0,0,0,0,0
¿¬¾ÖÀÇÁ¤·É,2È­ -¿¬¾ÖÄÚÄ¡,3,12908,9.78,450,116,73,1,34.862101,8.986675,71.23287671,0,0,0,1,0,1,0,0,0,0,0,0,0,0
¿¬¾ÖÀÇÁ¤·É,3È­ -ÇÏ¸éµÈ´Ù!,4,5348,9.87,461,114,52,1,86.200449,21.31638,71.15384615,0,0,0,1,0,1,0,0,0,0,0,0,0,0
¿¬¾ÖÀÇÁ¤·É,4È­ - ¿¬¾Ö»ó´ã,5,2915,9.84,415,96,58,1,142.367067,32.933105,75.86206897,0,0,0,1,0,1,0,0,0,0,0,0,0,0
¸ðÅÂ¼Ö·Î¼ö¿ë¼Ò,1. heart in a cage - 1,1,20650,9.7,3904,360,645,1,189.05569,17.433414,20.15503876,1.705426357,0,0,1,0,1,0,0,0,0,1,0,0,0
¸ðÅÂ¼Ö·Î¼ö¿ë¼Ò,2. heart in a cage - 2,2,11125,9.72,3464,338,528,1,311.370787,30.382022,21.40151515,1.893939394,0,0,1,0,1,0,0,0,0,1,0,0,0
¸ðÅÂ¼Ö·Î¼ö¿ë¼Ò,3. heart in a cage - 3,3,5968,9.78,3408,223,610,1,571.045576,37.365952,28.36065574,0.327868852,0,0,1,0,1,0,0,0,0,1,0,0,0
¸ðÅÂ¼Ö·Î¼ö¿ë¼Ò,4. heart in a cage - 4,4,4164,9.77,3286,186,369,1,789.145053,44.668588,23.57723577,1.62601626,0,0,1,0,1,0,0,0,0,1,0,0,0
¸ðÅÂ¼Ö·Î¼ö¿ë¼Ò,5. heart in a cage - 5,5,3312,9.73,3560,198,529,1,1074.879227,59.782609,26.46502836,4.536862004,0,0,1,0,1,0,0,0,0,1,0,0,0
·¹»ç(lessa),-¿¹°íÆí-,1,27793,9.63,2070,179,180,1,74.479185,6.440471,58.88888889,1.111111111,0,0,1,0,0,0,0,0,0,0,0,0,0
·¹»ç(lessa),1. DEMAN,2,30971,9.63,2179,98,343,1,70.35614,3.16425,50.43731778,2.623906706,0,0,1,0,0,0,0,0,0,0,0,0,0
·¹»ç(lessa),2. ÀÎ°£ÀÌ ¾Æ´Ñ °Í,3,20967,9.73,2736,54,335,1,130.490771,2.575476,71.94029851,1.791044776,0,0,1,0,0,0,0,0,0,0,0,0,0
·¹»ç(lessa),3. ·¹»ç,4,12595,9.76,2870,28,400,1,227.868202,2.223104,65.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0
·¹»ç(lessa),4. ¼Ò³â ±×¸®°í ¼Ò³à,5,6558,9.75,2911,19,402,1,443.885331,2.897225,51.24378109,3.233830846,0,0,1,0,0,0,0,0,0,0,0,0,0
ÆøÇ³ÀÇÀüÇÐ»ý,-1-,1,40958,9.63,1622,58,502,1,39.601543,1.416085,51.39442231,0.796812749,0,0,1,0,0,0,0,0,0,0,0,0,0
ÆøÇ³ÀÇÀüÇÐ»ý,-2-,2,32283,9.66,1418,33,325,1,43.924047,1.02221,46.76923077,2.769230769,0,0,1,0,0,0,0,0,0,0,0,0,0
ÆøÇ³ÀÇÀüÇÐ»ý,- 3 -,3,18305,9.69,1483,16,751,1,81.016116,0.874078,65.37949401,2.663115846,0,0,1,0,0,0,0,0,0,0,0,0,0
ÆøÇ³ÀÇÀüÇÐ»ý,- 4 -,4,9434,9.7,1343,13,381,1,142.357431,1.377994,49.60629921,1.57480315,0,0,1,0,0,0,0,0,0,0,0,0,0
ÆøÇ³ÀÇÀüÇÐ»ý,- 5 -,5,5710,9.65,1348,6,626,1,236.077058,1.050788,36.10223642,1.757188498,0,0,1,0,0,0,0,0,0,0,0,0,0
¾î¸¥½º·¯¿î Ã¶±¸,-¼­¸·-,1,22301,9.58,735,27,182,1,32.958163,1.210708,80.21978022,0.549450549,0,0,1,0,0,0,0,0,0,0,0,0,0
¾î¸¥½º·¯¿î Ã¶±¸,³»°¡ ÁÁ¾ÆÇÏ´Â »ç¶÷,2,12782,9.62,609,18,178,1,47.645126,1.40823,67.97752809,0.561797753,0,0,1,0,0,0,0,0,0,0,0,0,0
¾î¸¥½º·¯¿î Ã¶±¸,Àå·¡Èñ¸Á,3,6176,9.68,648,8,160,1,104.92228,1.295337,77.5,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0
¾î¸¥½º·¯¿î Ã¶±¸,³¡¸»ÀÕ±â (¾î¸°ÀÌ °ü¶÷°ï¶õ..),4,3379,9.68,646,10,215,1,191.180823,2.959455,65.11627907,0.465116279,0,0,1,0,0,0,0,0,0,0,0,0,0
¾î¸¥½º·¯¿î Ã¶±¸,¾î¸¥ÀÌ±ä °³»ÔÀÌ,5,3454,9.61,601,4,182,1,174.001158,1.158078,68.68131868,1.098901099,0,0,1,0,0,0,0,0,0,0,0,0,0
»ìÀÎÀÚ¤·³­°¨,ÇÁ·Ñ·Î±×,1,21905,9.39,257,47,57,1,11.732481,2.145629,36.84210526,5.263157895,0,0,1,0,0,0,0,0,0,0,0,0,0
»ìÀÎÀÚ¤·³­°¨,1È­,2,19070,9.63,197,18,23,1,10.330362,0.943891,17.39130435,0,0,0,1,0,0,0,0,0,0,0,0,0,0
»ìÀÎÀÚ¤·³­°¨,2È­,3,13087,9.54,175,8,18,1,13.372049,0.611294,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0
»ìÀÎÀÚ¤·³­°¨,3È­,4,7462,9.59,153,3,25,1,20.503886,0.402037,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0
»ìÀÎÀÚ¤·³­°¨,4È­,5,4350,9.2,146,0,23,1,33.563218,0,26.08695652,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Å¸ÀÓÀÎÁ¶¼±,ÇÁ·Ñ·Î±×,1,12628,9.44,354,35,57,1,28.032943,2.771619,80.70175439,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Å¸ÀÓÀÎÁ¶¼±,01È­ ¾È³ç! Áö±¸ÀÎ,2,9588,9.32,406,31,132,1,42.344597,3.233208,80.3030303,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Å¸ÀÓÀÎÁ¶¼±,02È­ ²ÞÀ» ²Ù¾ú´Ù,3,6005,9.46,383,15,121,1,63.780183,2.497918,83.47107438,0,0,0,1,0,0,0,0,0,0,0,0,0,0
